text,language,label,lingua_label,confidence,needs_review,filter_note,llm_language,label_source,_has_kz,_has_ru_cyr
"Вторая наша красавица, победила в этом году, құтты болсын ",mixed,,mixed,1.0,False,,kz,manual,True,True
дым техника жоққой бәрін жегенба,mixed,,mixed,1.0,False,,kz,manual,True,True
Еңбегін багаламайды олардын. График плотный,mixed,,mixed,1.0,False,,kz,manual,True,True
"Осындай радикалдарды алдын ала устаган жаксы болыпты, айтпесе не булдиретинин бұнын",kz,,mixed,1.0,False,,kz,manual,True,True
"Да что за формулировки ""должны"" то, ""должны"" сё. ""Должны"" язык знать, должны за свет, должны за газ,  Халық Құдайдың тегін берген ресурстарын алып жатыр, ал біз бәріне салық төлеуіміз керек. Мүмкін басқа би үшін полька немесе украин хопағын билей аламын. А не пойти ли вам, господа, вдоль по Питерской,Питерской, Питерской...",mixed,,mixed,1.0,False,,kz,manual,True,True
От старого Казахстана к Жаңа Қазақстану.,mixed,,mixed,1.0,False,,kz,manual,True,True
"Ураааа красавчик!!! Қүтты болсын!!! Здороаья Шавкату, силы, терпения , счастья",mixed,,mixed,1.0,False,,kz,manual,True,True
"Рахмет, сіздерге аллам разы болсын. Мынадай аязда боранда жүргеннің, жұмыс жасап жүргеннің өзі ерлік. Оқып отырып, көріп отырып жолға шығатындарға аллам ақыл берсін. Өзім естідім ""Өтірік, жол таза, жүруге болады, шығаберіңдер, күтіп аламыз ғой"" деген жүргізушінің сөзін. Жаным-ау, өзің шқпайсыңба біреуді шығарма. Тыныш жүр.",kz,,mixed,1.0,False,,kz,manual,True,True
Всю жизнь чмо болып жүре берем из ба?,mixed,,mixed,1.0,False,,kz,manual,True,True
"Мен сияқты екен, всех приглашает ",mixed,,mixed,1.0,False,,kz,manual,True,True
Обсуждать еткеннен басқа не білесіңдер,mixed,,mixed,1.0,False,,kz,manual,True,True
Еще 6 минут есть забьют наши Алға Қазақстан,mixed,,mixed,1.0,False,,kz,manual,True,True
"Женщины, которые вышли замуж за иностранца, уже не граждане Қазақстана. Каждый выбирает свою дорогу, каждый архитектор своей судьбы. Оларды бекер елге қайтарып жатыр біздің билік. Қалғанға үлгі болсын, елден кеткендерді қорғау, Үкімет қорғау тиісті емес.",mixed,,mixed,1.0,False,,kz,manual,True,True
Кұран бағыштау керек а не минуту молчание,mixed,,mixed,1.0,False,,kz,manual,True,True
Бұлар кім? Танымал рок-музыкант? Естімеппін.,mixed,,mixed,1.0,False,,kz,manual,True,True
Ну надо же а міне біздің жігіттер жігіттер...,mixed,,mixed,1.0,False,,kz,manual,True,True
"Фашист ты,  а не казах!!  Оңбаған сол.",mixed,,mixed,1.0,False,,kz,manual,True,True
Удачи желаю Нашим!!! АЛҒА ҚАЗАҚСТАН!!!,mixed,,mixed,1.0,False,,kz,manual,True,True
"Екі ел арасындағы қақтысығысты шешуге қауіпсіздік комитетінің шамасы келмесе жаңаша реформа құрып, шиеленісті шешуге талпыну керек",kz,,mixed,1.0,False,,kz,manual,True,True
"Там есть минус 
Басқа универге грантпен ауыса алмайсың 
Бітіргесін отработка чисто Атырауда",mixed,,mixed,1.0,False,,kz,manual,True,True
4 еуіде по общему конкурсу жазсаң біреуіне түспесең автоматом ешқайсына түспейсің,mixed,,mixed,1.0,False,,ru,manual,True,True
"Есть спец гранты готорые выделяются отдельным вузам а есть общие 

Оған тоже смотри",mixed,,mixed,1.0,False,,ru,manual,True,True
Сразу Арсен көкеге жазу керек екенғой,mixed,,mixed,1.0,False,,kz,manual,True,True
короче жинаған баллына карап шешесинго примерно,mixed,,mixed,1.0,False,,kz,manual,True,True
4 еуіде по общему конкурсу жазсаң біреуіне түспесең автоматом ешқайсына түспейсің,mixed,,mixed,1.0,False,,ru,manual,True,True
"Есть спец гранты готорые выделяются отдельным вузам а есть общие 

Оған тоже смотри",mixed,,mixed,1.0,False,,ru,manual,True,True
Типо әріптері сәйкес болса болды на,mixed,,mixed,1.0,False,,kz,manual,True,True
Не в тему 5 формуланы қосып екі формула шығарып,mixed,,mixed,1.0,False,,kz,manual,True,True
Резюмеңде опыт работы орнына жазатындай екен,mixed,,mixed,1.0,False,,kz,manual,True,True
Просто ондай адам көп болады деп ойламағанда сияқты,mixed,,mixed,1.0,False,,kz,manual,True,True
о это тот самый который алты жеті?,mixed,,mixed,1.0,False,,ru,manual,True,True
Пирожокқа прем жетпей жүр екенғой,kz,,mixed,1.0,False,,kz,manual,True,True
И аиту и министерства қосыппа,mixed,,mixed,1.0,False,,ru,manual,True,True
Көп Не люблю шумные места,mixed,,mixed,1.0,False,,kz,manual,True,True
В терең ой бы мы хрен расаечатали бы что то,mixed,,mixed,1.0,False,,ru,manual,True,True
"Просто купить новый айфон, сонымен бітті",mixed,,mixed,1.0,False,,kz,manual,True,True
Для Казахстана тфу мә дит,mixed,,mixed,1.0,False,,kz,manual,True,True
Там на сайте болмаса организаторларынан сұрамасаң,mixed,,mixed,1.0,False,,ru,manual,True,True
"Где наши президенты 
Чёт көрінбейді, жазып тұратын еді",mixed,,mixed,1.0,False,,kz,manual,True,True
3 апта группа өлема енді,mixed,,mixed,1.0,False,,kz,manual,True,True
что за гений поставил название тимы алты-жеті,mixed,,mixed,1.0,False,,ru,manual,True,True
"4.0 де топ 7 болдық 

Хотябы үштікке кіру керек болып тұр",mixed,,mixed,1.0,False,,kz,manual,True,True
Это же даёт тебе мотивацию Астанаға көшуге,mixed,,mixed,1.0,False,,ru,manual,True,True
По сути мы бірнеше тілді араластырып ұра береміз,mixed,,mixed,1.0,False,,kz,manual,True,True
"Ну, как сказать  

Керек болады түсіндіруге сенің решениеңді",mixed,,mixed,1.0,False,,kz,manual,True,True
"Білмедім сол, пока к создании модели не приступил, Использую грок апи и отправляю запросы",mixed,,mixed,1.0,False,,ru,manual,True,True
А можно поменять с индрайв на әлем?,mixed,,mixed,1.0,False,,ru,manual,True,True
"Қызғалдақ закрыт смертным до 14/00 

А в хаб идти можете там можно посидеть поработать",mixed,,mixed,1.0,False,,ru,manual,True,True
27сі барып не істимңз ващее,mixed,,mixed,1.0,False,,kz,manual,True,True
"Күлмеңдер! Не показывайте сразу всю токсичность тем, кто только зашел, емаааа.. позорымды шыгармандар ееее",mixed,,mixed,1.0,False,,ru,manual,True,True
"Бәсе, где то видел. Рахмет",mixed,,mixed,1.0,False,,kz,manual,True,True
"децентратоновцы, long time no әңгіме 

как вы там? пишите в комментах какие у вас новости, а мы тут к вам с возможностью 

есть ли среди вас **челики битмейкеры**? у нас тут кое-что интересное и нужно сделать jingle 

кому интересно пишите @aneyeol",mixed,,mixed,1.0,False,,ru,manual,True,True
Қоя сал. От вашей энергии андронный коллайдер питается,mixed,,mixed,1.0,False,,kz,manual,True,True
"Всем Сәлем!  Ищю людей от 15 до 25 лет, на короткое интервью (~30 мин) о том, какие есть у молодёжи проблемы с казахским в бытовом общении.  Интересно(?), напиши в ЛС ",mixed,,mixed,1.0,False,,ru,manual,True,True
"У кого есть вся коллекция, вместе с 1.0? 

__Кидай в комменты свой мерч Decentrathon и пиши какой тебе нравится больше всего__

**атак 1.0 мерчі имба ғой**",mixed,,mixed,1.0,False,,ru,manual,True,True
Почти лярд адам пайдаланатын мессенджердің СЕОсындай тұрғанын,mixed,,mixed,1.0,False,,kz,manual,True,True
Бәріңе Сәлем. Есть ли разработчики смарт контрактов ? Пишите сюда. Рад знакомству с единомышленниками.,mixed,,mixed,1.0,False,,ru,manual,True,True
Сендер індемей отыра бергенненғой еще,mixed,,mixed,1.0,False,,kz,manual,True,True
"Еще 100 

Хоть 10 болғанда",mixed,,mixed,1.0,False,,kz,manual,True,True
"Админ барма, шығарып жберсінш мынаны по братскии",mixed,,mixed,1.0,False,,ru,manual,True,True
"Ну как вам атмосфера на хакатоне? 

Если джипити вам перестал выдавать код, то погладьте его по корешку! 

А мы напоминаем что завтра сбор в 9 утра 

Ұйықтап қалмаңдар!",mixed,,mixed,1.0,False,,ru,manual,True,True
"Ас болсын, ағайын! Я с вами ",mixed,,mixed,1.0,False,,ru,manual,True,True
"Рибьята! Не переживайте, попу лишний раз не напрягайте! 
У всех кто зарегался статус: «На модерации». Это правильный статус 

Бәрі жақсы, рега өтті 

С любовью,
Админ",mixed,,mixed,1.0,False,,ru,manual,True,True
"Пока что работаю спецом ИТ центра универа. Еще а магу поступил, не успею  

Анау үндіс құсап сотталып жатсам сосын, ұсталып қалып , который одновременно работал в нескольких стартапах",mixed,,mixed,1.0,False,,ru,manual,True,True
"**Десентратоновцы и жители Meta Llama Accelerator, қайырлы күн! ******

Қалай жағдай? Идеи придумываются? Презентации призентуются? А от лета в душе танцуется? 

Сегодня еще продублируем серию круглых сообщений от @sammExe по формату сдачи проектов ",mixed,,mixed,1.0,False,,ru,manual,True,True
"Там где выскакивает первая ошибка 

Дисің",mixed,,mixed,1.0,False,,kz,manual,True,True
"Я думаю именно из за того что нету казаха а команде.

Дисің",mixed,,mixed,1.0,False,,ru,manual,True,True
Я на физик мектебі хожу,mixed,,mixed,1.0,False,,ru,manual,True,True
"Джиги всем ассалаумауғалейкум,у кого желание есть вступить в команду разработчиков,будем вместе винить хакатоны,мутить стартапы .
Нужны все вообще фронт,бек,дизайнеры",mixed,,mixed,1.0,False,,ru,manual,True,True
Не делали они еще пост. Қайдан іздеп табасындар ондай информацияны? ,mixed,,mixed,1.0,False,,kz,manual,True,True
**Привезем этого мем-ағашку на следующий хакатон?**,mixed,,mixed,1.0,False,,ru,manual,True,True
Можно добавить Ұстаз-Оқұшы топик. Чтобы стажеры отправляли свои анкеты и админы только по этим анкетам в топике оставляли анкеты по Оқұшы. Или кому нужны оқұшы оставляли спросы на интернов,mixed,,mixed,1.0,False,,ru,manual,True,True
Лютый тим лид)) Так сказать жұрттың баласы,mixed,,mixed,1.0,False,,kz,manual,True,True
"Вы на буткэмп зарегались? Или так и будете по хакатонам таскаться и выигрывать их? 

А как же стать жұрттың баласы?",mixed,,mixed,1.0,False,,ru,manual,True,True
Если вместо него было бы Түңгі?,mixed,,mixed,1.0,False,,ru,manual,True,True
Офлайн регистрация только мерч пен пицца үшін керек қой?,mixed,,mixed,1.0,False,,kz,manual,True,True
Сама суть хакатона сделать соответствующие к тз мвп за определённое время негізі. С нуля.,mixed,,mixed,1.0,False,,ru,manual,True,True
А получается и сюда(**Сіздің аты-жөні / Ваше имя?) пишу имена всех участников и в(Топ мүшелерінің аты-жөні / Имена членов группы:) пишу снова всех участников?**,mixed,,mixed,1.0,False,,ru,manual,True,True
"достар мне до поступления ещё далеко но пофиг все равно сұрайм ,короче сейчас же входят список грантов кто поступили кто нет ,это только для тех кто в обычных школах учатся ? а нишевцы откуда знают поступили или нет ",mixed,,mixed,1.0,False,,ru,manual,True,True
"нормально, просто жылдың басынан бастап дайындалу керек бос отырмай",mixed,,mixed,1.0,False,,kz,manual,True,True
"донердың кайфы - 15 минут
мунның кайфы - ",kz,,mixed,1.0,False,,ru,manual,True,True
9 құқық и 10 на год все предметы,mixed,,mixed,1.0,False,,ru,manual,True,True
на один мәтін можешь написать,mixed,,mixed,1.0,False,,ru,manual,True,True
"впринципе тоже надо, в аргументы ещё можно добавить, автор қолданған тілдік құралдардын оқырманға әсері",mixed,,mixed,1.0,False,,ru,manual,True,True
"Бұйырса, практику у вас буду проходить",mixed,,mixed,1.0,False,,ru,manual,True,True
или осы жылы қатысатындар (компьютер арт),mixed,,mixed,1.0,False,,kz,manual,True,True
Там был типо ньютон екінші заңы қандай типо того,mixed,,mixed,1.0,False,,kz,manual,True,True
"Просто 2 есеп всегда игнор жасамаймыз,2 есеп жартылай шығарамыз",mixed,,mixed,1.0,False,,kz,manual,True,True
Чисто 2інші турдан жиналған баллмен как то жоғарырақ күміс медалі алкету мүмкінбе?оңай көрінеді но по рез там ондайлар аз,mixed,,mixed,1.0,False,,ru,manual,True,True
личная выставка жасап көргендер бар ма?,mixed,,mixed,1.0,False,,kz,manual,True,True
"а еще AP алғандар бар ма, откуда их найти?",mixed,,mixed,1.0,False,,kz,manual,True,True
Грустно демедің ба че мелочиться,mixed,,mixed,1.0,False,,kz,manual,True,True
енді новичок деп тұр ғо,mixed,,mixed,1.0,False,,kz,manual,True,True
Обязательно ниш теп қою керекқо ещё,mixed,,mixed,1.0,False,,ru,manual,True,True
17.5% тен деп айтқан адамға пошел вон де,mixed,,mixed,1.0,False,,kz,manual,True,True
"Тем более я не думаю что у неё есть время писать эти все докладные, сен жалғыз емессің по любому кто пропускает",mixed,,mixed,1.0,False,,ru,manual,True,True
Мэсктагы бага не показатель менімше,mixed,,mixed,1.0,False,,ru,manual,True,True
Біреуі раз в месяц ивент анонсируют,mixed,,mixed,1.0,False,,ru,manual,True,True
Осы тәте президент так то,mixed,,mixed,1.0,False,,kz,manual,True,True
сегодня уже туда зашёл ғо),mixed,,mixed,1.0,False,,kz,manual,True,True
"Шетел точно, Қазақстанда өнер оқуды қиын",mixed,,mixed,1.0,False,,kz,manual,True,True
У нас ағай всем 90 ставит даже если ты все прогулял,mixed,,mixed,1.0,False,,ru,manual,True,True
