text,language,label
"Эстонияны Тәуелсіздік күнімен құттықтаймыз! 🇰🇿🤝🇪🇪 Желаем процветания, мира и новых высот в развитие",ru,
"Ораза қабыл болсын, и пусть мир во всем мире будет не просто словами",ru,
В Арқалық надо,ru,
"Интересно, что Самрук-Қазына стремится к международным стандартам",ru,
"Резервы нормальные, но внутреннее потребление быстро растет — новые заводы и разведка вовремя қолға алынды",ru,
"В целом правильно делают, народ сам шешсін",ru,
Спортивный центр Достық особенно показательный момент.,ru,
"Работают по делу, нормально қолға алған",ru,
"Смотрю на все эти изменения и чувствую, что проект реально старается сделать власть ближе к людям. Однопалатный Курултай, вице президент, Халық Кеңесі будто пытаются выстроить систему, где решения с учетом всех слоев общества",ru,
"И Халық Кеңесі прикольно, что появился орган, который реально учитывает мнение народа, а не только депутатов",ru,
"Халық Кеңесі прикольная штука. Как совет старейшин, но с реальными правами, даже законодательной инициативой",ru,
"Классно, что закрепили суверенитет, единство страны и межэтническое согласие, а ещё сделали упор на образование, науку и технологии это реально важно для будущего. Новые институты вроде однопалатного парламента и Халық Кеңесі дают больше прозрачности и участия людей в принятии решений",ru,
Реализация такого сложного проекта под контролем фонда «Самрук-Қазына» показывает способность государства и национальных компаний управлять мегапроектами в стратегически важных отраслях. Это важный сигнал для инвесторов.,ru,
"Без бумаги проще, все равно онлайнға үйрендік уже",ru,
"Всё оперативно сделали, экспорт тоқтамайды",ru,
"Хорошо, что новые технологии доходят до медицины, быстрее диагноз қояды теперь",ru,
"Ну что, вице-президенту дают больше полномочий, Халық Кеңесі закрепляют в Конституции, вроде норм шаги для укрепления структуры управления",ru,
"Тоқаев стукнет кулаком по столу работать начинают, не стукнет молчат…",ru,
"Хороший шаг, больше рейсов будет и транзит күшейеді",ru,
"Для Казахстана это плюс, бюджетке кіріс көбейеді",ru,
"Теперь все станет ясно, суд анықтайды",ru,
"Хорошо, что быстро среагировали и пассажиров не қалдырды без внимания",ru,
"Молодцы, вовремя среагировали, людей құтқарды",ru,
"Всех с Наступающим Новым Годом. Всем Здоровья, Успехов, Благополучия, Счастья! Алдағы 2026 жылмен🇷🇺🤝🇰🇿",ru,
"Отличный результат! Рад видеть, что ""Самрук-Қазына"" продолжает развиваться и приносить пользу стране.",ru,
Қасымбек на повышение пойдет скоро,ru,
"Решение правильное, пенсионные на красоту жұмсау — перебор уже",ru,
Все равно это слезы по сравнению с КТК! Изначально надо было раскидать ветки по разным үаправлениям,ru,
"Круто, что ""Самрук-Қазына"" поддерживает креативные проекты в регионах, это реально помогает развивать таланты.",ru,
Зачем говорить ? Вы были там? Или бабушки нашептали?  Это өсек……,ru,
Ассалямуағалейкум!  Кто знает какие документы именно нужны ?,ru,
"Құтты болсын,удачи и успехов",ru,
Молодцы гол забили это үже успех чем не забили. Молодцы,ru,
Если поможете вернуть время то Вы точно станете в народный Халық Қаһарманы но это почти невозможно в Госапарате),ru,
Поздравляю наших и армян! Пашинян получил орден Алтын Қыран знак уважения и дружбы,ru,
"Ну наши умеют отмечать, кто реально ведет страну вперед. Это знак стратегического партнерства. Алтын Қыран заслуженный",ru,
"Интересно, почему звук убрали? Скорее всего в видео только әнс әнс🤣",ru,
"Леночка, мододец! Желаю удачи во всем, здоровье, всех благ! Мы любим тебя!!! И только АЛҒА! Наш цветочек светленький, всех благ  тебе!",ru,
"Молодцы, с акцентом конечно, но вполне хорошо говорят на казахском. Особенно вторая девушка. Приятно что в других странах говорят на наших языках. Пытаются угадать, порадовать, проявить уважение. Соған не жетсін.",ru,
"Спасибо. Что-то подобное смотрели: фильм/сериал ""Келінжан""",ru,
"В Көнаев отправят, в степь",ru,
Поселение Көкен находиться у подножия гор Кокентау недалеко от города Семей.,ru,
"Полезные изменения, люди больше қорғалады теперь",ru,
"Производится больше, а дифицит бюджета не меньше, цена нефти в долларах, а зарплата в теңге, куда налоги уходят, чиновникам в карман, чтобы за границу уехать?",ru,
"Хороший шаг для города, люди сами таңдайды теперь",ru,
"Хорошо что глава государства лично принял экологическую акцию и посетил несколько мест, действительно экология одна из ключевых вопросов нашей страны, мы за Таза Қазақстан",ru,
"Тогда СА входили УЗ,КР,ТУРКМЕНИЯ,ТАДЖИКСТАН, ОНИ ВМЕСТЕ ҚАЗАҚСТАНОМ ЦА",ru,
"Вы правы, но если бы не эта команда, то в прошлом сезоне ФК Қайрат не был бы чемпионом, и не играл бы Шерхан сегодня в ЛЧ против Реала",ru,
"В любом случае -респект команде""Кайрат""!Такой праздник для Казахстана,.. событие.М-О-Л-О-Д-Ц-Ы !!!!ОХ-ТЫЖ кайфово-""... Қайрат принимает на своём поле мадридский королевский Реал..."" Фраза мечты любого спортивного комментатора👍👌🥹",ru,
"Наши Казахстанские фанаты реала шумят и ждут 😁,  им нет дела до Қайрата, в других играх Қайрата такого ажиотажа не было никогда.",ru,
"Уразбахтин не тянет тренером Қайрат, уровень не тот, следите за его речью, потом сами поймете",ru,
"Серебро в день рождения — круто, Назымға респект",ru,
"Хороший шаг для образования, теперь молодежь здесь больше үйренеді",ru,
"Дефицита конечно нет, просто цены поднялись в два раза. И не каждый может себе позволить купить мясо. Вот если депутатам платить МРЗП , который они установили, интересно смогли бы они побаловаться қазы-қарта, жал, жая???",ru,
"Хорошо что быстро подключились, вертолётпен вообще бақылауда держат",ru,
"Лучше детям, чем сатқынға",ru,
"На развитие инфраструктуры всегда уақыт, терпим немного",ru,
"Вот когда слышишь сравнение с Жеті жарғы и законами Касыма и Есима, понимаешь, у нас всегда была своя правовая культура.",ru,
"Круто! Как здорово! Молодцы наши ребята! Это - событие мирового уровня! И наши футболисты своим упорным трудом доказали, что они могут и будут играть с футболистами мирового значения! Алға, ""Қайрат""! Алға, Қазақстан!!!👍🇰🇿🇰🇿🇰🇿",ru,
В Ақтау откопали старые трубы. Привезли новые. Положили рядом с ямами. И это был май. Так и лежали эти месяцы.,ru,
"Неужели Халык арена и Алматы арена только для футболға? Соревнования по хоккею,баскетболу нельзя проводить? Не говорят о концертах хоть К.Нуртаса,Макпал Жунусовой",ru,
"Спасибо за инфу, осторожнее болайық",ru,
"Арқалық, ты попал в этот список? 🥺",ru,
"А я проживаю в Астане, до сих пор в Дамумед, прикреплена в Қарасайской поликлинике в Қаскелең, обращение в Даму мед - отписались типа ничем не могут помочь",ru,
Главное — чтобы договорились и война тоқтаса,ru,
"Разберутся, причину анықтайды",ru,
Зеленский прав. И Президент Қазақстана Қ.- Ж. К. Тоқаев высказался о территориальной целостности Украины.,ru,
"Красиво придумали с Днем Абая, нашу культуру байқағаны қуантады",ru,
ҚТЖ в переди 👏🏻✊🏻👍🏻,ru,
"Хорошо, что министры с халықпен ашық кездеседі, это нужная практика",ru,
"Работают по максимуму, МЧС-қа респект",ru,
"Всё понятно, просто очередной фейк шығыпты",ru,
Наверно из-за названия “қазақ күрес”🤣🤣🤣🤣 по другому никак😎,ru,
"Без транспорта вообще тяжело бы ел қозғалатын едік, всех с праздником",ru,
"Герой на своем месте, память сақталады",ru,
"Хорошо, что Казахстан на таких площадках участвует — внимание к стране өседі",ru,
"По школам и садикам просто по красоте. Келешек мектептері нужная тема. А то раньше дети в три смены учились, теперь будет как в городе с комфортом",ru,
"Похоже на обьятие удава, әйтеуір құдай сақтасын",ru,
"После этого случая , после Қайрат Перизат  разве можно доверять  людям , как так  можно ,сразу видно что резко стали "" очень богатыми""!!!",ru,
"Я думаю, потому что они очень спокойные. Нервы не тратят зря. Как у казахов говорят же: ""Сабыр сақтау"". А у нас все равно  нет такого, все нервные, психи, нехватка денег, нет квартиры у молодоженов, цены растут и т.д. А японки очень вежливы, спокойные. Надо учиться, наверное",ru,
"Молодцы, на высоте көрсетті өздерін",ru,
"Удобно сделали, теперь подделка өтпейді",ru,
"Если вклад в экономики незначительный,  насколько нужен стране такой гигант?!  Раз уж все основные предприятия под одним фондом,  то и эффективность в экономики должна быть высокой.  Считаю необходимым пересмотреть.  Поддержка ОТП и так то государство делает,  а они пусть развивают обрабатывающие промышленность,  не только сыревую.  Привыкли жить на одном уровне без продвижения дальше.  И соответственно страна стоит на месте.  Пусть развивают крупную обрабатывающую промышленность и готовую продукцию из всех компаний которые в составғ фонда.",ru,
"Интересно, как ""Самрук-Қазына"" поддерживает малый бизнес и ОТП",ru,
"Пусть разбираются до конца, если не виноват — анықталады",ru,
"Спасибо за инфу, жарада шынымен сезіледі",ru,
"По делу объяснил, конструктивный подход лучше, чем айқай",ru,
Спасибо Деду за победу! За мирное небо над головой! Низкий поклон 🙇‍♀️ Вам Алдынан жарылқасын🤲 Артындағы ұрпағы аман болсын🤲,ru,
"Дождёмся официальных результатов, всё равно анықталады",ru,
"Ну тут серьезно подошли, просто так отпустып жібермейді",ru,
"Хорошо, что деньги пойдут на конкретное дело — люди суымен қамтамасыз етіледі",ru,
"Не только Алакөл, надо обратить внимание и на Жасыбай, Павлодарской области",ru,
На Балхаше лучше сделали бы условие со стороны Лепсі…,ru,
“Су ішкен құдығыңа түкірме” — как говорили деды 💦 Всё правильно говорит Президент!,ru,
А едим то свою Қазақстанскую или на глазах сделанную,ru,
как говорится «су ішетін құдығыңа түкірме» — атомная энергия это тоже благо если с умом подходить 🧠🇰🇿 пусть главное безопасно будет и кадры свои обучат 🙏⚛️,ru,
"Правильно, экология маңызды, и про предпринимателей тоже хорошо придумали",ru,
"қызық, впервые женщина возглавила МОК, это круто",ru,
А в Ақтау снова воды нет весь день,ru,
"Хороший шаг, пожары быстрее анықтайды",ru,
Ну это мощно конечно. Си Цзиньпин в шоке шығар көріп🔥,ru,
"Просто котельная в Ақсу не была готова и пришлось город отапливать заводу, оттуда и переизбыток по использованию топлива. По факту завод спас город от замерзания, а ему в благодарность ярд штрафа. А на деле они просто сожгли угля больше, чем планировали, так как при планировании не учитывали тот факт, что АЗФ будет отапливать город. Вот вам и благодарность от государства в виде штрафа. То собаку, которая помогала ликвидировать потоп, застрелили, то завод, согревший город зимой, оштрафовали. А ведь котельную так и не построили, и вряд ли в этом году завод согласится отапливать город после того, как его наказали за социальную ответственность... Это позор. Экологам, которые не замерам нашли превышение, а не основании отчётов не гордиться надо, а стыдиться. Завод олигархов боятся трогать, а тех, кто социально ответственный - наказывают по полной.",ru,
"жөндеп алсын, главное чтоб дорога была ровная",ru,
"Ковровая дорожка, флаг, всё чин чином. Уважение — это важно. Как говорят, «Қонақ келсе, құт келеді» 😉",ru,
Отстой.рабочих мест для инвалидов инвалидов может работать в Караганде нет. Мне пришлөсь рабөтать на американцев чтобы заработать какие то деньги,ru,
Ну как говорится Қош келдіңіз!! Желаем провести саммии продуктивно и с пользой для своей страны. 🙌,ru,
"В Ақтау очередь всего пару человек. На все про все в цоне занимает макс пол часа, а так мин 20",ru,
"ИИ, цифра, экология — темы будущего. Хорошо, что в этом направлении қозғаламыз.",ru,
"🎭 Артисты, музыканты, поэты — не просто творцы, они воины духа. Они держат культурный фронт! Поддержка с самого верха — огромный шаг вперёд! Рахмет, Қасым-Жомарт Кемелұлы!",ru,
"Самрук Қазына,кол-во депутатов, АНК,кол-во кадров в министерстве сократит и з/п их ни тоже",ru,
Дай АЛЛАҺ чтобы все было хорошо,ru,
"Жарайсыңдар балалар! Жеңістерін құтты болсын! Хочется сказать нытикам,и диванным критикам,не сразу все строилось и наука Казахстана в том числе. Эти дети завтра будут гордостью нашей науки. А вы и дальше будете ныть и сидеть на диване.",ru,
Сегодня пишу маме пост с #Анағақұрмет и дарю букет цветов,ru,
"Минимум пафоса, максимум уважения: вечный огонь, минута тишины, и вдруг понимаешь цену бейбіт күннің",ru,
"Немцев больше,некоторые не хотели переехать,привыкли и у них менталитет другой,почти казахский ,ещё некоторые с казахами құда,жекжат. Я лично радуюсь ,что их столько и хотелась бы их стала больше т.к.они более человечные",ru,
Когда-то создали Общественный Фонд «Қазақстан халқына». на благо народа Казахстана. В фонд куда стекаются деньги обезжиренных коррупционеров и олигархов. Но насколько я понимаю никто не знает сколько денег собралось в фонде и как они расходуются. Никто не отчитывается перед народом. Интересно этот фонд чья кормушка?,ru,
"А за 10 -15 лет ранее какой обьем был? Талас с каждым годом мелеет, то что было 10 лет и бөлее и то что сейчас это как река и ручеек сейчас",ru,
"хорошо что ""Таза Қазақстан"" превращается не просто в акцию, а в стиль жизни",ru,
"құттықтаймыз, заслуженно, полицейские на передовой всегда",ru,
"Мангистау не просто область, это край, где и мұнай, и теңіз, и еңбекқор халық. Рад, что Президент лично уделяет внимание✊",ru,
"Я что то  не поняла, пишут : "" Азамат Тоқтаубаев был ранее судим, в 2024 году  приговорен к семи годам""  Так значит он должен был сидеть в тюрьме, а он на свободе.",ru,
Пословица есть такая: «Аққа Құдай жақ». Если человек невиновен правда сама себя покажет. Время всё расставит по местам☝️,ru,
"У нас говорят: ""Ер ерлігiмен көріктi"", вот прям про них",ru,
"Помню в Сарыағаше билеты брали. Всё очень просто(. Покупаешь билет, там указана стоимость 4000, а кассир сказала стоимость (и берет эти деньги) 4700 тг. Если не хочешь, то билетов нет. Это через кассу жд вокзал. Через приложение другие умники) работают",ru,
"Когда рядом сильные и надежные соседи, это уже половина успеха. Мир вокруг — это мир внутри, түсіне білген адамға🙌",ru,
"Для тех кто незнает это Бесқонақ с 8 по 18 апреля, на западе большинство людей знают об хтом периоде времени весны.",ru,
"При этом цена на нефть в Казахстане при планировани бюджета в течении нескольких лет не привышал 50$ за баррель, а он стоил все эти годом бөлее 60, интересно куда девалась разница суммы запланированного бюджет, т.к, пуступлений было почти в 2 раза больше!",ru,
"Не только у нас бірақ, но и в Америке И это радует 😂😂",ru,
"Нариман,  мубарәк болсун! Так держать!",ru,
"Хорошо, что на паводки обращают особое внимание, ведь это важный вопрос для многих регионов. Если всё под контролем и меры принимаются заранее, значит, работа идёт правильно. Су тасқынына дайындық маңызды 👍",ru,
"Миллер отметила заинтересованность США в продолжении сотрудничества – значит, впереди новые проекты. Казахстан уверенно двигается вперёд, международные связи только укрепляются. Келіссөздер сәтті өтті 👏",ru,
"Среднегодовой рост 13% – это серьёзный результат, значит, работа идёт в правильном направлении. Инвестпортфель на $100 млрд – это уже другой уровень, жаңа жобалар экономиканың дамуына үлес қосады",ru,
"Ого, 8 дней праздника – это просто супер! Наурыз всегда был важным праздником, а теперь такой формат – вообще огонь! Алға, Наурыз!",ru,
"С детства знаем: поздравил с Амал күні – значит, пожелал добра на весь год!",ru,
"Көрісу – это не просто встреча, а символ уважения к старшим и заботы о близких",ru,
"Вот и я всегда на Амал күні с родителями и бабушкой. Это особенный день, и всегда очень приятно.",ru,
Мне всегда на Амал күні приятно с родными встретиться. Это как подготовка к большому Наурызу!,ru,
"Молодёжь у нас сейчас хорошо поддерживает традиции! Амал күні — это же не только праздники, но и душевная теплотa.",ru,
"Амал күні — день, когда встречаешься с близкими, обмениваешься добрыми словами и благословением. Это прямо наша душевная традиция!",ru,
"Құрылтай – это не просто встреча, это возможность меняться, развиваться, слышать и слушать друг друга!",ru,
"Если на этом Құрылтайе поднимут вопросы молодежи, образования и сельского развития – это будет прям в точку!",ru,
"Как же хочется, чтобы решения, принятые на Құрылтайе, реально меняли жизнь простых людей!",ru,
"Так делают : "" түк көрмеген адам"", как так можно сама аыдвигала себя и за 9х подписала документы учредителей  и все её слушались по стойке смирно, дикий ужас! Конечно она одна такую аферу  не смогла , там хватает кто ей помогал!!!",ru,
Но действительно простой қазақ👏👏🇰🇿 который  проводил на самолет  родню на гастроли.,ru,
"Замечательно! Наконец-то справедливость! Пусть таких инициатив будет больше, ""қуанамыз""!",ru,
"Знаете,я думала в Қазақстане дороже жильё чем соседних стран,нет в Узбекистане почти два раза дороже чем у нас, сначала не поверила,но правда оказывается,это плохо ,тогда они начинают у нас жильё покупать и у нас тоже начинает подорожать.",ru,
"Инклюзивный туризм – это вообще супер! Все должны иметь возможность посетить такие места, вне зависимости от возможностей. Жарайсыңдар!",ru,
"Мне кажется, это очень правильное решение. Туркестан – ведь исторический центр, а теперь это ещё и законодательно закреплено. Құдай қаласа, туристов станет ещё больше, и экономика поднимется",ru,
"На день аварии встали 6 пассажирских поездов сообщениями Атырау-Мангистау, Атырау-Ақтобе т товарные поезда",ru,
Это ж сколько времени и сил потратили! Респект следователям! Жарайсыңдар!,ru,
"Надеюсь, виновные получат по заслугам. Пусть правда восторжествует! Әділдік орнасын!",ru,
"Я пенсионерка,решила  ПО приложению егов пройти,тк нужно было через 5 лет продлить.Ничего не получилось.В ближайшем ЦОНЕ ничего не обьяснили толком ,сказали ,что нужно пройти мед.справку073.Прошла я на платной основе ,содрали 6000 теңге в МЦ "" Инфинити"".Поехала в ЦОН,где вокзал.Там сказали ,что нужно пройти психиатора и нарколога. Хорошо ,что там в здании есть такая услуга ( но в субботу не работают).Пришлось ехать в понедельник.Еще заплатила 8500 теңге .Там и сказали ,что справка не действительна,тк была  заполнена с нарушениями.Госпошлина около 5000 теңге.Вывод : Почему толком в егове не пишут,что пенсионерам нужно пройти  этих 2- х врачей .2- лучше приходите в поликлиниках ПО месту жительства мед.справку 073, а не в сомнительных платных мед.центрах.3- работникам цонов нужно четко знать и отвечать четко какие требования нужны для продления техпаспорта ,в частности, пенсионерам.",ru,
"Что бы модернизировать армию, нужно огромное количество денег очень огромное,  техника 70х годов в армии, автоматам бөлее 40-50 лет,",ru,
"Туалет главное чтобы бвл внутри, а то как в Талғар построят мрд закопают",ru,
"Хорошо, что охватили и Нацбанк, и ""Самрук-Қазына"" – там бюджеты огромные, аудит не помешает✊",ru,
"Терпения близким. Қайғыларына ортақпыз. Будем ждать результаты исследования, от и до тексеру керек) Это не первый такой случай как я знаю.",ru,
"Орден ""Достық"" заслуженно! Сотрудничество с UWW принесет еще больше побед нашим спортсменам",ru,
"Про ветер в СКО и Акмолинской - думаю это редкость, помню было дело в деревне Чермошнянка. Крышу школы снесло как бумагу со стола. Помню в Көкшетау было дело, крыши сносило у домов, так что ждем точнее информацию",ru,
Действительно бұйырғанын болады! Ну и упорный труд и терпение дали свои плоды 🥰🔥,ru,
"Надеюсь, не просто так, а ""берекесі бар"" сотрудничество начнется.",ru,
"Қой, көрерміз. Время покажет.Надеюсь, про малый и средний бизнес не забудут.",ru,
"Пора эти авиакомпании ставить на место,монополистік, что хотят,то и воротят.Порядка нет,вот и случается такое,пьяных вообще на рейс не пускать",ru,
Мухтар Мағауин оставил огромное литературное наследие. Его книги учили нас понимать нашу историю💔,ru,
"Никто как всегда компетентно сказать и проинформировать не может. А потом какой то турист  привезёт и скажут НАКОНЕЦ ТО К НАМ ПРИШЕЛ МЕТАПНЕВМОВИРУС. И начнется аврал, очереди в аптеки и Алла сақтасын летальные исходы...",ru,
"Ездила летом 2024 в новых вагонах Атырау-Астана. На какой-то станции зашла в туалет и, увидев неспущенную мочу в унитазе, спустила воду! Прибежал проводник и устроил такой хай! Оказалось, в вагоне нет системы канализации и вся нечисть сразу напрямую спускается на рельсы! А я своей чистоплотностью облила внизу работника жд. 🤗 Так что от новых вагонов -сырты бүтін, іші түтін! Просто пыль в глаза пускают простому люду!",ru,
"Сколько не повышай ЗП, её не хватает, инфляция растёт теңге дешевеет. Экономика в стране не ахти.",ru,
Спасибо ф. Казахстан халқына. Мы очень надеемся что ещё больше детей получат лечения.,ru,
"А ""Қарызсыз қоғам"" – вообще мощный проект. Помощь людям в таких вопросах – это реально нужное дело. 👍",ru,
"Визу откроют, поеду в Доху ,ещё раз,бұйырса!",ru,
"Ничего сложного, начните с перевода песни Қара Жорға или Black Jorga.",ru,
Құтты болсын👏Желаю тайландскому народу здоровье,ru,
"Расценки в Өскемене космос!!! За 8 месяцев столько денег срубил, что 2х комн квартиру купил!!! За один экзамен видимо большая ставка была",ru,
И где храните запасы и кто имеет право их расходывать⁉️🤔🤔ну конешно только не Қазақ елі,ru,
Хорошо что предотвратили.А то столько балонов был бы страшный взрыв.қудай сактады.,ru,
"Снова затраты. Зульфию необходимо на полгода поселить в Өскемене, чтобы расширить её познания по охране экологии.",ru,
Лучше через е-өтініш,ru,
Им бәрібір на цены на продукты,ru,
"Венгрия с нами с первых дней,за это респект.Да и мы с этой страной во многом похожи,общие корни,обшщиғ стремления.Хорошего сотрудничества",ru,
"Ноябрь так то осень. Назовите ""күз-2024""",ru,
"Многие ауылдан шыққандар, эти места нас кормят качественными продуктами, многие с городов на сельские ярмарки за тем же маслом, сметаной, молоком, мясом и т.д ходят. Поэтому конечно же лучше поддерживать села.",ru,
Кто не хочет возвращаться то у них нету көке баке куда брат сваты или попросту у нас не могут создавать условие,ru,
"Тоқаев и Жапаров снова вместе, впереди важные темы для всех тюркских стран",ru,
Лишь бы не көрші елдің лжеІТмошенники болмасың😱😱🥶🥶,ru,
"Скорее это перекупы приобрели у  частников,ға оформление сопроводительных документов с волокитой и бюрократией не стали заморачиваться",ru,
Омаров Даурен Кайратович должно писаться так Омар тегі Даурен Кайратұлы. Как то так.,ru,
"А как на казахском отчество? Тегі - фамилия и отчество, а когда надо и то и другое запросить?",ru,
Так было и в Талғар пока не изменят дрес код не изменится нечего,ru,
А что он должен был в Талғар приехать!? Просто боятся что в Талғар едут патриоты страны которые небезразличны происходящец ситуации,ru,
Это новость для тех кто есть в списке Форбс Казахстана. СПАСИБО ЖАҢА КАЗАХСТАН.,ru,
"Я понимаю каждого родителя , которое сейчас в такой ситуации,и депутата Тұрлыханова тоже можно понять как родителя .Но дети молодежь вервуется на многие сроки.Кто за это ответит .Почему закон не меняет . В чем вина молодежи ,которое осуждены , отступились один раз ошиблись. Ведь жизнь только началась у них . Ведь они наши будущее.Почему не слышат народ. Мы просим изменение в новом Казахстане.Просим",ru,
"Дело пошло! Вот, что значит общественное давление 💪. Когда мы ВСЕ ВМЕСТЕ будем требовать соблюдение законов, то проснемся в Жаңа Қазақстан.",ru,
Прокуратура и МВД Талғара туда же!,ru,
"Вот здесь спонсоры должны именно им помогать,они молодые ,настоящие казахстанцы ,хвостом велять не будет,кроме Сони,Жібек,Зарина, ещё своих ребята т.е. настоящие казахстанцы, не имеет значение национальности т.к. они здесь  родились ,дышали местных воздух и у них менталитет другой.",ru,
Верните воровонное  обратно В ҚАЗАХСТАН !,ru,
"Әжека  очень старенькая , наверное себя не может обслуживать, под себя ходит, сама не может мыться, ее надо кормить с ложечки и стирать ее вещи !",ru,
"Грустно смотреть что все кто занимал хорошие посты, все корупционеры, сидели и ничего не делали для страны. ҰЯТ!!!!",ru,
"Машаллаһ, пусть будет на  благо всем странам ЦА! Приятно видеть братские страны раз за разом в тесной компании!",ru,
При мне он мне он был командующий Республиканской гвардией Ұлан,ru,
Нағыз Халық қаһарманы! От всей души поздравляю с этой заслуженной наградой! Желаю вам крепкого здоровья,ru,
"Многһо лет потребляла и непонимала,что происходит с ней 😁",ru,
"Участие таких стран, как Грузия и Венгрия, на соревнованиях по құсбегілік подчеркивает международное признание этого традиционного вида спорта. Мы с нетерпением ждем увлекательных состязаний!",ru,
"На V Всемирных играх кочевников начались захватывающие соревнования по құсбегілік! Присутствие участников из 10 стран, включая Испанию и Канаду, подчеркивает глобальный интерес к этому древнему виду спорта.",ru,
"Құсбегілік — искусство, передаваемое из поколения в поколение. Интересно будет посмотреть на мастерство охотников",ru,
"Отлично, что құсбегілік набирает международное внимание! Интересно увидеть, как это оценят участники из других стран",ru,
"Приятно видеть, что в кусбегілік участвуют спортсмены из таких разных стран!",ru,
"Где то двери закрываются, а где то открываются. Незаменимых не бывает. Большой шанс для Қазақстана!!!",ru,
Спасибо большое за золото Ақмарал🙏,ru,
"Либо тормоза отказали, либо за рулём сидел несовершеннолетний перепутал тормоз с газом. Людей невинных жалко.  Құдай сақтасын",ru,
Мира и процветание братскому народу Қырғызстана!!!!,ru,
"на высоте 4 этажа, в Өскемене низкие этажи что ли?",ru,
"Уран өндіретін крупный 3 елдің бірі біздің ел, уран өндірісі негісзі басымдық беретін сала",ru,
"У нас в Уральске тоже повышены тарифы на все, написала на e-өтініш, жду ответа",ru,
"Всем қайырлы таң! Подскажите обычный, накопительный депозит в отбасы открывать или есть ещё какие-то для ипотеки ?",ru,
Я так родителям в Актау через Көкшетау лечу за 30 тыс😁 это еще с багажом,ru,
