text,language,label,label_source,seed_id,batch,qc_flags
Доставкага как попала жибереди донер ишиндеги сыр еримеген да сухой муздай кургак кылып жибере салады барип алсан нормально истит ужассс просто,mixed,negative,llm_composer,,,
"ужасное обслуживание доставка просто ужас нет слов
подняли цену в приложении просто капец 
заказывала в 19:29
привезли 22:00 

написали в течении 1,20 минут 
остыли всё
13 тен 16 га жаяу келуге болады мына турган жер",mixed,negative,llm_composer,,,
"куриный донер оте иси жагымсыз, не советую никому
2гис отзыв аркылы келип едык, отзывтарына алданбаныздар!!!!!",mixed,negative,llm_composer,,,
"тамақтары сап салқын, дұрыс ысытпайды, өзің ысытып алайын десең микроволновка жоқ, іші де салқын тоңып отырасың",mixed,negative,llm_composer,,,
Диас красавчик адеми жумыс истид екен тез дайын болды,mixed,positive,llm_composer,,,
"Туалет сыртта ыште жок,сыртта болсада вечно лас жатады",mixed,negative,llm_composer,,,
Оте нашар официанттар грубый коркып кеттыккой урып жыберема деп,mixed,negative,llm_composer,,,
Ужас не ушин телефон кояды егер жасамасс,mixed,negative,llm_composer,,,
"Обслуживание ноль 
Заказ берсек баска нарсе акеп турады 
Келудынде кажеты жок 
Еки рет кайталап айтсанда 
Жок сиз олай айтпадыныз деп 
Заказ кабылдаганда парак алып алсын хотябы 
Ато кайта кайта кайталап",mixed,negative,llm_composer,,,
"Жаксы маркет, цена кымбат екен",mixed,negative,llm_composer,,,
Аль-Каусарға часто келемиз семьямызбен но всегда обслуживаниесы оте төмен 1тарелка 1вилка әкеп турады хотя канша адам отканын корседе и каждый раз одной и тоже.Ал тамакка келсек оте дамди бари кушти.терассадагы офицанттарды дурстап уйретсениздер как над обслуживать!!!примите меры!!!!!,mixed,negative,llm_composer,,,
"Кола 1200
Нан 600
Недеген маскара",mixed,negative,llm_composer,,,
"Официантка Жұлдызға спасибо за обслуживание.
Бешбармак свежее но мясо протухший вкус!
Ради официантки поставила звезды они не виноваты в этом, но Я была очень разочарована попрасила хотя бы чтоб поменяли мясо на казы , никто не извинился тольком, меняйте мясо Я отравилась жестко!",mixed,negative,llm_composer,,,
самый поражнияк филиал 3 сағат күттік доставка ,mixed,negative,llm_composer,,,
Даурен деген врачка бардым оте жаксы,mixed,positive,llm_composer,,,
Телефон алмайсындар Несине круглосуточно деп коясындар,mixed,negative,llm_composer,,,
отравился из за манты и морса! Че отзывы удаляете?! Я не матерился и не грубил! Столовая фигня а на студенттер уйы там вкуснее чем здесь,mixed,negative,llm_composer,,,
103 школа комфортнее чем этот неге 45 минут Су жоккой 103 тегылер уже уйге кайтты токалдан туылдыкпа биз или че,mixed,negative,llm_composer,,,
Фри заказ бердик бизге суык фри акелп тур еще 20мин куттик сосн неге суык десек ыстык болу ушин кутп каласз диды шашлык де солай суык кылып алп келди алмай калган адамдардыкын бизге берема блмим,mixed,negative,llm_composer,,,
Всегда осы аптекага хабарласып доставкамен алгызып отырамын.Кыздарына коп коп рахмет ватсапка жауап берип тез тез барин реттеп салып жибереди.,mixed,positive,llm_composer,,,
"Донерлерлі прям маилы нашар иіс шығады 
Онша емес не советую",mixed,negative,llm_composer,,,
Фасфуд болады и постаяно чай жоқ чай қойуға ернема,mixed,negative,llm_composer,,,
Лэшмейкер Гулмира жұмысы қатты ұнайды уже 3 -ші жыл тек Гулмираға жасатамын наращивание ресницы шынайы отзыв ,mixed,positive,llm_composer,,,
"Чикен алуға не советую , қалған құтқан майға қуырып бере салады",,negative,manual,,,
"Кассадагы кыздын обслуживаниеси нашар, грубая…",mixed,negative,llm_composer,,,
донерді күтіп шаршайсың кемі 25-30 минут донер деген тез дайындалу керек емеспе обслуживание оте томен денгейде,mixed,negative,llm_composer,,,
"Сегодня посетили кафе Лаффе, были впервые раз, очень понравилось обслуживание Жусупа, молодец парнишка шустренький, респект",mixed,positive,llm_composer,,,
"Бәрі керемет болды,обслуживание топ Әлібек Тәңірдердіге рахмет.",mixed,positive,llm_composer,,,
"Оте нашар казир Гана заказ бердик сагат 21.00 заказ кабылдап не кабылданганын не кабылдамаганын айтпады телефон котермейди болмаса алып Коя салады Курер барып турганына. 1 Сагат болды платный ожидания кетти 
Ишип алганба маспа 
Не отмена жасай алмаймыз телефон алмайды ужас нашар кызмет 1.07.2026",mixed,negative,llm_composer,,,
"Акбота кызга рахмет улкен!
Обслуживания на высшем уровне!
Молодцы прям!
Осындай официант кыздар коп болсын,барлык жагдаймызды сурап айтканымызды уакытында акелп журди!",mixed,positive,llm_composer,,,
Туркістандағы өте дамді пиццалар додо пиццадабаска жерден пицца алмаймыз,mixed,positive,llm_composer,,,
оте нашар кассир апа ,mixed,negative,llm_composer,,,
"Заказ бере алмадык канша уакыт кутып кутып!!!
Что за отношения с клиентами???
Сотрудница нет на месте",mixed,negative,llm_composer,,,
Донерлары сухой. Іші кілең картошка. Соусы аз. Фри мен донер суып қалған.,mixed,negative,llm_composer,,,
"Тамақтары четкий, іші таза , Бақытбек, Ильяр , Алишер , деген балдар жұмыстарын адалынан жасайды екен. Ұнады",mixed,positive,llm_composer,,,
Уютный сатрудниктер сыпаиы балдарга оиын аланы да бар екен,mixed,positive,llm_composer,,,
"Ифтар уакытында заказ кутіп отырмыз ухе 15
минут болды, хотя бы столда су койса боладыгой, не су не курма жок. Балкантау 129 ужас просто!!!! Ожидание и реальность болып тур",mixed,negative,llm_composer,,,
"Были с семьей в Турфане, кухня в целом нормальная, шашлыки баранина мясо твердоватое, қуырдақ не очень, салаты вкусные, обслуживание хорошее",mixed,negative,llm_composer,,,
"Бұрыннан бері алатын едім, Тамақтары дәмді Кассадағы қыздарға рахмет бәрін (максимально) түрде салып берді, Жұмыстарыңыз берекелі болсын тек",mixed,positive,llm_composer,,,
Асема деген қыз вообще жүзінен нұры шашыраған қыз екен) обс вообще на вышем уровене,mixed,positive,llm_composer,,,
"Барлыгы адемы кушты, обслужка вообще жаксы екен Ая деген кыз обслужка жасады",mixed,positive,llm_composer,,,
Збл постоянно перецін салмай жибереди ещё 200 тг толейсин хотя переці тегін затко толеп турсанда салмай жибереди 2 рет уже,mixed,negative,llm_composer,,,
"Кішкентай ғана, собой алып жүргенге өте удобный. Без запаха. 4 түрлі түсте. 1 пачкада 8 штук шығады.",,positive,manual,,,
"Идеально бәрі. Персонал, кухня, караоке, лаунж, барлық жағынан идеальное заведение",mixed,positive,llm_composer,,,
Кухня мықтв чай бомба ,mixed,positive,llm_composer,,,
"Суперский атмосфера, тамақтары өте дәмді",mixed,positive,llm_composer,,,
Мохитолары онша емес обслуживает не хорошо,,negative,manual,,,
Обслуживание ноль 0 мы воскресенье были у вас. Официанты не работают ваши. И Нам сказали что музыка до 22 будет но 22 не постовили музыку. Потом мы где музыка спросили и 3 музыка была на этом все сказали. Потом музыкант какой то грустный дядя был  фото астында,mixed,negative,llm_composer,,,
"Тап таза, медперсоналдары вежливые жақсы поликлиника",mixed,positive,llm_composer,,,
"Супер мне все понравилось, рахмет!",mixed,positive,llm_composer,,,
"Стоит өз бағасына, ұнады маған.",,positive,manual,,,
"постоянно осында келетін едік,Бұрынғыдай емес!
порциясы аз,ещё бағасы да қымбат болып кеткен.Не стоит кеткен ақшаға!",mixed,negative,llm_composer,,,
"Регистратураға 3 рет звондадым. Мобильный телефонмен. Күте тұрыңыз деп алдына келген адамдарды қызмет көрсетіп жатады. үлкен поликлиникада телефонға жауап беретін басқа адам неге қоймасқа. Бала ауырып, учасковый врач шакыртайын десен бір проблема. Телефонда ғана отыратын адам тағайындау керек гой.",mixed,negative,llm_composer,,,
Ермекбаевич топ топ   ,mixed,negative,llm_composer,,,
"Тез келді, самые лучшие, бюджетные детские салфетки.",,positive,manual,,,
Бека мастер ееее қолыңнан сүйдім шешес,mixed,positive,llm_composer,,,
Мастер катяга коп коп рахмет 5 жылдан беры сол кысыге алдыртып журм ,mixed,positive,llm_composer,,,
"Оте жақсы біліеті жігіт Ақжол,тел зарядка алмай қалған диагностика жасап даже ақша алған жоқ.Басқа жерде ремонт 50 000 деп тұрды.Рахмет",mixed,positive,llm_composer,,,
"Соус емес просто томатпен куырган(хотяб соус отрик босын аралыстырмаганда)
Оздерине жазсам игнорить
Не обед жок не акша жок",,negative,manual,,,
"Обслуживания -000 кассирша кыз клиентпен жумыс жасай алмайды ,газированный напиток жоқ,0.3 миринда 990 ужас просто,внутри жарко,еще и весь запах из кухни идет в зал",,negative,manual,,,
"С собой шашлык алдық, кусковой тастай, жей алмайсың. Фарш, печень жақсы, жұмсақ.",mixed,positive,llm_composer,,,
Шалык окарачка дами дами жок жазда дамдирек болатын унамады собой заказ арен кабылдады ответ бергенин 1 сагат куттим звандасан ватсапка жаз деид не боп кеткен,mixed,negative,llm_composer,,,
"Маникюр жасаттым,қолымды қанатып 1 слой ғана жакты, не акуратный мастер.Номер 1 деп барып едім,ұнамады.",mixed,negative,llm_composer,,,
"Осы филиал унамады. Обслуживание ноль характерлерин корсеткиси келип, не довольны боп жүрген официант Эльдар. Стол жинау деген жоқ. Обшм бардак",mixed,negative,llm_composer,,,
"Сонгы кездери сервис ноль! Доставкалары катты кешигип келеди. Ешкпндай клиентке комек жок. Тек биздин колымыздан ештене келмейди деп отырган бирдемелер. Заказ коп болса кабылдамасын, каладагы жалгыз кафе емес!",mixed,negative,llm_composer,,,
Оте нашар колигимды жуга тастап кеттим жуылмаган 2 сагат отти Келсем машинам козгаламаган орнынан не советую,mixed,negative,llm_composer,,,
"Банк қызметкелеріне бұл қатысты емес. Именно BI GROUP-тің қызметкерлері менеджерларына қатысты, қатты өзінше, адамды мінсінбейді екен. Ақпаратты через не хочу береді. Сіздерге адамдар бір затты білу үшін барады ғой, неге сонша өздерінше болып отырады 

бұл филиалға келмеуге кеңес берем",mixed,positive,llm_composer,,,
"Вчера были на ауызашаре. Я была впервые, и больше не пойду. Обслуживание ужасное, заказ долго ждали, когда уже закрыли счёт перед уходом принесли хлеб. 1 бокал просили принести, принесли через час",mixed,negative,llm_composer,,,
Пиццалары сочи және дәмді кофелеріде керемет,mixed,positive,llm_composer,,,
Обслуживать ноль хотя залда адам қатты көп емес бір емес екі заказды ұмытып кетті ал біз 30минуттан көп күтіп отырдық хотя шақырса көріп тұрып келмейді шум шығарып мазаларын алып жатырған жоқпыз жақсы деп адамгершілік тұрғысынан бірақта шамалы болсын немқұрайлылық танытпаса болатын едіғо,mixed,negative,llm_composer,,,
"Ақбота өте қарапайым, сулу кыз. Обслуживание 100/100. Сервис топ.",mixed,positive,llm_composer,,,
Бәрі жақсы болды. Тамақтары өте дәмді.Қаздарыма сәттілік тілемін. Все было отлично. Желаю удачи ипроцветания…!,mixed,positive,llm_composer,,,
Ен манызды кундеримде Моля мен Нуриге Гана барамын. Оте керемет мастерлер. Салон жогыры денгейде жумыс жасайды. Один из лучших в городе Актобе ,mixed,positive,llm_composer,,,
"Пайдасы жок поликлиника, ишиндеги жумысшылар жай акша алып отыр тупо и все. 
Омири орындарында отырмайды, хирург, невропатолог дегендер.",mixed,negative,llm_composer,,,
"Бүгін Қазақстандағы Апорттан тамақ алғанбыз, тамақтың перец жуалары ашып кеткен, айтсақ админге мойындамайды, көңіліміз қалды, больше не придем!!!",mixed,negative,llm_composer,,,
Асылан красавчик жақсы обслуживать етеді ,mixed,positive,llm_composer,,,
Офитант Маржан и кассир Арманайга рахмет обслуживание отте керемет супер,mixed,positive,llm_composer,,,
Оразада лёд битип кала береди екен уже 2-3 рет,mixed,negative,llm_composer,,,
"оте кушты болды арай деген кызга коп рахмет,оте сыпайы,очень приятная",mixed,positive,llm_composer,,,
"Воовще не советую!!! Атыраудагы ен шамалы оте нащар, адамдармен дурыс сойлесе алмайтын жер!",mixed,negative,llm_composer,,,
"Донеры сочные, Айнур деген официантка хорошая",mixed,positive,llm_composer,,,
"Уакытында неге жауап бермейсыздер кыздар 
Болмаса тагы номер жазып койсаныздаршы биреудын заказ бере койайк десек вечно жауап берип болмайсыздар, еще телефон алмайсыз 
Вообще дурыс жумыс жасамайсыздар инстага толытырп сала бергенше ватсапка тез жауап беретынды дурыстасаныздар",mixed,negative,llm_composer,,,
Мақсат інім зор алады келіңдер ,mixed,positive,llm_composer,,,
Мошенниктер алдап сатат еще мойындамайды жануарлар,mixed,negative,llm_composer,,,
Тамақтары дамді емес ёще офицанттары бір түрлі обсулуженя лары 0% мұнда келуге не стоит таза емес,mixed,negative,llm_composer,,,
Контактный номер сотовый кандай. Городской жауап жок.,mixed,negative,llm_composer,,,
Булданып битип турго фармацевт 26.05 дурыс фармацевт жокпа?,mixed,negative,llm_composer,,,
Вообще нашар екен . Афисанттары оте нашар барлык жери кир . Дамсыз тамакдари,mixed,negative,llm_composer,,,
"12 12 2024 шашлык пица заказ бергенбиз сагат 7 бардык
Шашлык кап катты болды Танертен 6дан бастап рвота кусып өліп кала жаздадым 2 жастагы да тунімен кұсып шыкты панос отравление Сыганактан больше туда не поеду",,negative,manual,,,
"Это было очень вкусно и так быстро прям вау
Моля и Толкын работают оперативно и быстро мне понравилось",mixed,positive,llm_composer,,,
"Даже бір звездочка жалко , дұрыс жұмыс жссай алмайды құрылғысы жоқ , тақылдатып ұрып көріп сіздің алтыныңыз ұнамай тұр дегені ше  Неше жыл өткізіп жүрмін Астанада ,таза алтын , жұмысшының өзім білем дегені вообще убила",mixed,negative,llm_composer,,,
Молодцы юные армейцы Жас сарбаз города Алматы!!!,,positive,manual,,,
"Один из лучших залов в Таразе, ресепшен всегда вежлив, Шугыла всегда прекрасна!",mixed,positive,llm_composer,,,
иши турган огурцы мен фри не вкусный нурсаядагыдай емес,mixed,negative,llm_composer,,,
"Телефон ұнады! Және де сыйлыққа чехол, адаптер, защитное стекло келді. Және әрине гарантия 1 жыл. Сатушы да, жеткізуші де AMT STORE Дүкеніне үлкен рақмет айтамын.",,positive,manual,,,
"Екі салонғада уже қанша жылдан бері,барамын услугалардың барлығы бар,жақсы,еще беспл кофе,чай,",mixed,positive,llm_composer,,,
"Жадыра официанкага рахмет коп коп
Жумысын жаксы аткарады екен",mixed,positive,llm_composer,,,
"Ужасный персонал заказ сыртта берип едык ишке обслуживание толеймыз заказ беремыз десек , не ушын келдындер сыртта бердындерма сыртта же деп шыгарып салды. Поварларга респект . Акша сол быр зданияга туспейма?",mixed,negative,llm_composer,,,
"Кеш жарык !
Кеше Остров Кэмада болдык, Киви лимонад тапсырыс берген болатынбыз.
Дами оте керемет, ерекше екен.
Всем советую!",mixed,positive,llm_composer,,,
"Ен нашар столовый осы каладагы осы Жер , дым жок гарнир тек еки туры бар болд",mixed,negative,llm_composer,,,
Дені сау баланы сахар деді одан қалса ұршығы жоқ деді вообще 0 врачтары сәл болмағанда қызымнан айырылып қала жаздадым осы малдардың айтқан дәрілерін бере беріп басқа жаққа көрінгеніміз дұрыс болыпты,mixed,negative,llm_composer,,,
Мухит Алтынбекович оте грамотный врач. Тек Сол кисиде емделемин.,mixed,positive,llm_composer,,,
Официантка Елдана өте жақсы обслужания жасады рақмет,mixed,positive,llm_composer,,,
"Сервис 0.Донер вкусно.Не отвечает вовремя,заказым толык салнбаган;кеширимде сураган жок,просто акшамды кайтарнз салнбаган товардн десем ок салп жбердим дид",mixed,negative,llm_composer,,,
"Кассир кыздары нашар екен. Мен заказ айтсам баска заказ берип тур. Сондагы бир лаваш фри кола. Барин дурыс бермеди. Еще багалары меню да баска, менен баска акша алды. Оте нашар сервис",mixed,negative,llm_composer,,,
Атмосфера заведений очень хорошая. Спасибо официанту Уайс. Подхватывает желаемый заказ с полу слова! Рақмет,mixed,positive,llm_composer,,,
"Гүлдана деген кісі обслж керемет, бәрі күшті, суши тоже  рахмет",mixed,positive,llm_composer,,,
"Обслуживание керемет, шашымды кушты кылып жасап берды, бес жулдызга лайк жумыстары",mixed,positive,llm_composer,,,
"Воды нету, учителя строгие, каждый день нужно носить этот жилетку, если не будешь носить орать будут что нету жилетки + ещё шашынды 1 сек жайсаң болды оғанда айқайлап шығады қай класс деп",mixed,negative,llm_composer,,,
Полуфабрикаттар оте жогары дами биздин уйдин кишентайлары тек осы магазиннен алганды жейди. Таттилер тоже оте керемет.,mixed,positive,llm_composer,,,
Динмухамед Рустемович !! Врач от бога . Очень рада что выбрала именно его . Человек с большой буквой . Алла разы болсын ,mixed,positive,llm_composer,,,
Пиццы всегда вкусные қатты ұнайды 10/10қызмет көрсету деңгейі де 10/10,mixed,positive,llm_composer,,,
"Ассалаумағалейкум.Всем привет
Врач офтальмолог Ұлболсын - добрый, хороший, отзывчивый врач .
 И хотел отметить врача невропатолога Елубаева Жадра, приняла без записи сестрёнку инвалида 1 группы и помогла получить лекарства. Алла разы болсын бұл кісіге,",mixed,positive,llm_composer,,,
"Ужс машинамыз 10күндей жатты 
Обслуживание 0000
Қабылдап алады и жөнделми әні міне деп тұрады ужс бармаңыздар",mixed,negative,llm_composer,,,
"Выражаю искреннюю признательность врачу Мырзашеву Қайрату Иванұлу за высокий уровень профессионализма, грамотный подход и чуткое отношение. Благодаря вашему опыту и вниманию лечение прошло успешно. Спасибо за ответственность и добросовестный труд!",mixed,positive,llm_composer,,,
Дами оте керемет тек TAMASHA FOOD ,mixed,positive,llm_composer,,,
Донер суып калганын алып келген ещё багасына не стоит,mixed,negative,llm_composer,,,
"Сервис, мастерлер топ, демалып каласыз барсаныз прям, отношение каждый клиентке деген оте кушты, атмосферасы кушти",mixed,positive,llm_composer,,,
"Жолдасыма туған күніне сыйладым. Оған қатты ұнады. Каспиге рахмет, уақытынан ерте келді. Все супер.",,positive,manual,,,
"Добрый день. Хочу выразить особую благодарность врачу неврологу Избасаровой Жазире Таирқызы!! Врач от Бога. Интеллигентный человек. Спокойно провела опрос. Отложила компьютер!!! Встала, пропальпировала больное место. Сегодня это редко встретишь.Назначила лечение. На вторые сутки началась положительная динамика. Спокойно, с достоинством проводила меня. Рахмет Сізге, Жазира Таирқызы! Өркеніңіз өссін!",mixed,positive,llm_composer,,,
Не стоит алган донерим ортасынан болинип калды ети аз фри коп Ишинде донердин,mixed,negative,llm_composer,,,
"Донер кз скатились , осы турганда заказали, дамы жаман ак сухой жемедыкте сол бойы калды. Акшаны кайтара салындар лучше, боска позор болмай. Аягым ауыр болып бирден ушеуын алып жегенимды кайтемын полный разочарование 
87718911492 Свяжитесь со мной !",mixed,negative,llm_composer,,,
Номер барма осы аптеканын? Ким билет отиниш,mixed,negative,llm_composer,,,
Всегда выручает! Алла істеріңе берекет берсін!!!,mixed,positive,llm_composer,,,
"Обслуживание просто шикарно,әсіресе кассирша Эльмира деген кыз оте унады)",mixed,positive,llm_composer,,,
Өте күшті өшіргіш. Тез өшіреді. Всегда осы түрінен ғана аламыз. Советую.,,positive,manual,,,
"Внутри все аккуратно, чисто и ничего лишнего.
Мастер Катя профи своего дела.
Жасалған шаш үлгісі көнілімнен шықты. ",mixed,positive,llm_composer,,,
3.01.26 жылы 12 кабинкада отырдық құрдастармен шашлыктары сұып қалған обслужевание нол әжетханасы лас білмим мына жақта конақтар қалай отырады тағы отзывтарына мақтап жазыпты ұжас некому не советую сюда,mixed,negative,llm_composer,,,
"Карнымыз ашып, тез дайындалады гои деп заказга манты, кызым спагетти с сосиской, овощи в гриле заказ бердик. Ровно 1 сагатта акелди тамакты. Ито овощи в гриле сап салкын, как будто из холодильника. Отменила свой заказ. Короче, бул жер унамады маган. Официанттары уйыктап журед или повар медленный ",mixed,negative,llm_composer,,,
"Бүгін болдым , тамақтары дәмі жоқ , тұзы көп , еттері өте аз, капризный өте , келіп тамақтануға мүлдем не стоит , лучше баска жака барып тамактанган абзал",mixed,negative,llm_composer,,,
Шашлык не очень и кымбат заттары,mixed,negative,llm_composer,,,
Қақырык түсіретін дәрі сұрасам детский дәрі беріп жіберген Қызмет көрсету мүлдем нашар и ауыстыруға келсем возврат жоқ дит сатушы,mixed,negative,llm_composer,,,
"Дәрігерлірдің қолдары өте епті , всё аккуратно делают . Без никаких болей .",mixed,positive,llm_composer,,,
"Все понравилось нам 
Спасибо за комплимент шалап и за бауырсак",mixed,positive,llm_composer,,,
"Салон өте керемет, Лаззат, мастер эффект просто wow ",mixed,positive,llm_composer,,,
"Күшттііі енді прям айтаверем айтаверемго, мы с подругой ходим к Улжан тренер номер 1, и всем советую работают на результат! от ресепшена уже ждут теплые улыбки девушек Шынарка бар күліп күтвалат",mixed,positive,llm_composer,,,
Сервис керемет пицца соз жок,mixed,positive,llm_composer,,,
"Бешбармак , плов заказ бергенбиз сааап салкын, сорпасы ашып кеткен , бауырсак кап катты салкын , как можно? Минусов очен много , цвет чая как кофе , тарымен бергенбиз тарысыда дымыда жок , из за солидарности барин жедик",mixed,negative,llm_composer,,,
Обман . Обман . Обман yummi.kz,mixed,negative,llm_composer,,,
"Шашлыктері жақсы, арзан Нұрислам деген официант молодец заказды тез жеткізіп берді.",mixed,positive,llm_composer,,,
Ужасные обслуживание больничный ашытруга барып ем бір біріне сілтеп адамдады әуре кылды врачтары грубый боска уакыт алды ауруым одан сайын козды,,negative,manual,,,
"Обслуживание 0, выбор блюд 0, тефтели 1 штуку с гарниром (1500 тг), попросили пожалуйста добавьте подливу, цены не обоснованы, и еще окрошку кто хочет с тушенкой и потом ушынуга только к ним!!!",mixed,negative,llm_composer,,,
Ислам аға четко алады всем советую,mixed,positive,llm_composer,,,
Келгенимизге окиндик пицца сонын бети куйып кеткен сыры коп асты тесто писпеген Администратор Ердос грубый сойлесе алмайт официантка кыз вообще беджиктери жок келип пицца заказ бермениздер пельмени тоже нашар,mixed,negative,llm_composer,,,
вечно брбалелері сыныватат ксссирларына вобше пофик,mixed,negative,llm_composer,,,
Шашлыктар дамды екен уакытымен келеды бары димаш деген официант молодец адаммен сойлесп обслужканы жаксы ыстит екен,mixed,positive,llm_composer,,,
"Оте нашар офицант заказ алп болмаит
Питцам келмеди ито.Памидоры кай жылгы мынау ",mixed,negative,llm_composer,,,
Нұрхан барбер топ ойдағыдай алып берді советую бәріңе,mixed,positive,llm_composer,,,
Кеше тунде такси шакырдым. Белый хундай 150 келди. жанбыр жауып турганда водитель жолға шык деди ещё адрес билмит кай микр ол кай жерде дейди каланын ишин билмесе неге такси болып жур. Жанада сондай жагдай ещё кымбат енді шакырмайтын болдым.,mixed,negative,llm_composer,,,
"Хорошое место, менеджер Жангул адемі сойлейди екен",mixed,positive,llm_composer,,,
"Развал схождение ПОЛНЫЙ ПОРОЖНЯК  Келмей ак койындар , Кошеден келе салган 1еу гой Ангимеси безпонтовый",mixed,negative,llm_composer,,,
"Постоянно уборка істейді мен барсам 
Тамақ ішіп отырсан тарсылдатып стол тасып шылқытып пол жуып жүреді
Отдельно санитарный время болу кереккой. 
Ынгайсыз еще пол жуганда жаман иіс шығып тұрады. Фуууууу",mixed,negative,llm_composer,,,
"Шырайлым, Балауса, Гулим, Аружан, Еркеназ, Толкын, Муслим — огромное вам спасибо за обслуживание! 
Девочки и команда просто супер, очень вежливые, внимательные и приятные. Всё сделали быстро и с хорошим настроением. Остались только хорошие впечатления, обязательно придём ещё! ",mixed,positive,llm_composer,,,
"Ең жаман поликлиника, сот номер қойса боладығоо. Өліп талып соғасың еще келіп лақтырып тастайды. Қайтадан звандаңыз деп адамды мазақ қылып тұрма.",mixed,positive,llm_composer,,,
"11-февраля 2025 г. Вообще сөзім жоқ, шаш ала алмайды.",mixed,negative,llm_composer,,,
09.05.2025 осы кафеге баска каладан келдик. Лагман цомян заказ бердим. Содан кейын отравление болып ауырып калдым. Тамактары турып калган либо просроченный продукты,mixed,negative,llm_composer,,,
Вау вау прям кушты барбекю пицца мен ветчина сыр еушты люблю додо прям кушты ,mixed,positive,llm_composer,,,
Ваще 1сағат күтіп пицца донер алғанмын ашып қалсам жейіндесем толған огурцы помидор еще қалай туралған ваще сөзім жоқ 2200тг тұрады еще мына фотадағыдай не ишинде фри не курица жоқ ваще заказ бермеспін енді өздеріне жазсам тупо кешірім сұраймыз повар ескертеміз деп,mixed,negative,llm_composer,,,
"Ясин ито отвечают когда звонишь, мынауларын не типти котермисиндерго. , не затына номерди букил жерге жазып койдындар?",mixed,negative,llm_composer,,,
Жаксы жер саплы май сапалы кфзмет,mixed,positive,llm_composer,,,
Май гад май гад скатерть самая вкусная доставка даст бог здоровья поварам которые ложат много рыбы и все все вкусно красиво мило вкусно пахнет выглядит классно мило приятно да вкусно спасибо до свидания дай бог здоровья,mixed,negative,llm_composer,,,
"Абайдағы донер — просто топ!  Наны жұмсақ, іші толған ет, соусы вообще бөлек тема  Бір жегеннен кейін тағы қайтып келгің келеді. Қызметі тез, бәрі свежий. Бағасы да қолжетімді.",mixed,positive,llm_composer,,,
Лучший ластик беру каждый год! Всем советую. Жақсы өшіргіш.,,positive,manual,,,
"На базаре Барыс столовый лучше готовит, все так не вкусно! Сделал замечание, не довольные! Я же плачу, хотелось бы вкусно покушать. Самый отстойное помещение в городе! Не Ресторан а забегаловка. Не советую!",mixed,negative,llm_composer,,,
Гульнур Канатовнадан баскасынан бари жаксы. Омиримде ондай адам кормеппин. Ол туралф канша жаксы емес пикир естигенде сенбеуши едим. Но она сама доказала какая она.,mixed,positive,llm_composer,,,
"Шашлики очень вкусные просто вауу 
Приехали из Қостанайя говядина очень нежный лагман очень вкусный 
Спасибо официанту Ағабеку идеально знает русский язык и принес заказ как надо будем приходить еще",mixed,positive,llm_composer,,,
"158 кабинетте отыратын ОКУЛИСТ айел неге вечно не давольно отырады? Вечно уставший,недоволный,не нравится пусть дома сидят, жастар келсин орнына,емделуге отдельно запись, зрение тексертуге отдельно запись керекпа ? Ондай зан кайдан шыккан? Уйде кишкентай баланы тастап кунде келу онай емес, ужас вапше орнын босатсын жумысы унамаса",mixed,negative,llm_composer,,,
Неше рет жеп жатырмын прям дәмі деген  на высшем уровне!!!,mixed,positive,llm_composer,,,
Чайхананын атмосферасы унады . Особенно Жаннурга рахмет  отзывчая ,mixed,positive,llm_composer,,,
"Проста супер керемет, уақтылы келді, бәрі жақсы қапталған, рахмет сыйлыққа Каспи рахмет.",,positive,manual,,,
Ужасный поликлиника. 7 участоктың терапевт врачы Гұлам Айкен Мейірбекқызы мен мед сестрасы дұрыс жұмыс істей алмады. Өз жұмысын білмейді.,mixed,negative,llm_composer,,,
"Вообще клиентпен сойлесе алмайды Петровадагы Акежан деген админдары, келеси жолы алмайтындай болдык! Суптары суып калган! Даже фальгага орап бермеген собойга!",mixed,negative,llm_composer,,,
на Наурыз угостили наурыз көже ,mixed,positive,llm_composer,,,
"Сушилары дәмді персоналдары вообще топ топ сыпайы күліп қарсы алып күліп шығарып салады,Кассадағы қыз өте жағымды екен аты Аселя екен ",mixed,positive,llm_composer,,,
"Тағамдары сөз жоқ жақсы, но как ремонт бітті тамақ бағалары ресторандармен бірдей боп кетті, столовая аты ғана. Ойлайм тағам бағаларын түсіру керек, кішкентай тамақтың өзі 1 адамға 6000 мыңға шығады.",mixed,negative,llm_composer,,,
Біріншіден заведение сап салкын обслуживание   менюда басқа цена чекта басқа цена барғанымызға өкіндік не стоит акшасына,,negative,manual,,,
"Ужас тамақтары, не вкусные, кешегі тағамдар, стол сүртілмеген даже, просто слов нет, шіріп жатыр, ан исанитария, книга жалоб жоқ, деп көк бет қатын",mixed,negative,llm_composer,,,
"Админ ооочньь грубый , жай ескертип турсакта грубить етип айкайлап тур , адамдармен жумыс истей алмайды ,",mixed,negative,llm_composer,,,
Тамақтары өте күшті  Бағдат официант самый лучший ,mixed,positive,llm_composer,,,
"Официанттары вечно пәңгіріп жүреді, көп болғандарынан не пайда?? Ана звонокты басып шақврсакта қарааппп тұра береді",mixed,negative,llm_composer,,,
