,text,language,label
83755,Иманды болсын. Очень большая утрата в наше время,mixed,
83766,"Иманды болсын , красивая женщина",mixed,
83771,"Кандай сендерге қызмет, как они будут общатся главное чтоб достигли лучшего сценария войны!",mixed,
83787,Пресс службада істеген ғой. Че по чем ненің қалай екенін біледі. Үйренісіп кетеді,mixed,
83810,"Так это болашаку что ли надо. Думаю это учащимся больше нужно. Типо учится не ради болашака же едут, чтобы они «выхлоп» показывали.",mixed,
83813,"Да сейчас все на английском шпарят, думаю кто по болашаку хочет учится, явно хороший уровень английского и хороший бал на аилтс имеет.",mixed,
83825,"Согласна, школы – это важная вещь, у нас тут деток всегда много. Дұрыс айтасыз, қажет нәрсе!",mixed,
83826,"Объездная дорога будет просто находкой! Теперь можно будет без пробок по области кататься. Жалпы, жақсы болар!",mixed,
83827,"Нормально, что создают рабочие места, молодежь сможет устроиться. Мысалы, мен де осы жұмыстарға қосылып қалуым мүмкін!",mixed,
83830,"Круто, что строят новые школы, а то в некоторых районах реально не хватает мест для детей. Тапқан жоғыңыз өте жақсы болды!",mixed,
83838,Ал енді Абай облысының қалай өзгеретінін көрейік. Думаю достойный человек,mixed,
83839,"Жақында ғана сайланып еді ғой. Посмотрим, как все это будет реализовываться, но старт вроде бодрый)",mixed,
83848,"Абай, например, перевёл Пушкина на каз яз. Поэтом пямчиник в Москве. Там понятно есть заслуга. А какая заслуга у Жириновского?",mixed,
83879,"Суд начался только сегодня. Как без решения суда в СМИ публикует что ""Асар баспана пирамида""? Кооператив законно зарегестрирован. В 2023 году АФМ проверял, но почему то тогда не остановили деятельность. Кооператив не был пирамидой. От пайщиков жалоб, заявлении не было. АФМ без основания остановил деятельность кооператива.",mixed,
83880,"Асар баспана честный кооператив и справедливый. Мы носили золото, кушали что хотели, одевались в хорошие вещи. Дивиденды выплачивались во время. Ни кто ни пострадал. Пока Афм и Дэр ни сделали рейдерский захват. По закону это ни законно с их стороны. Кому то мы помешали сверху.",mixed,
83882,Коопиратив Асар баспана для блого  простых народа МЫ только Спосибо скажим НУРБОЛ МАРАТҰЛЫ,mixed,
83930,"Нарушение чего? Максимум бан на Шыме, но этого никто не сделает",mixed,
83958,Да и товарооборот на 20 яродов это очень достойный результат. Надеюсь в будущем он будет только расти,mixed,
84001,Молодец!!! ИншаАллаһ будь на пьедестале Олимпиады ,mixed,
84083,Орден «Барыс» 1 степени барыстай болған  қазақ жігітке нағыз азамат мемлекет сыйласын !!!,mixed,
84099,Но действительно простой қазақ который  проводил на самолет  родню на гастроли.,mixed,
84101,Обезоружил т е. Выхватил нож простой қазақ и ещё помогал им обезопасить:,mixed,
84131," Красиво сказано, әйел адамды құрметтеу – әр ер азаматтың міндеті. Анаң аман болса, өмірің де жарық. Барша қыз-келіншектерді шын жүректен құттықтаймыз!",mixed,
84150,Молодцы наши женщины! Трудолюбие и упорство всегда ценились в Казахстане! Айтпасам да білесің!,mixed,
84151,"Замечательно! Наконец-то справедливость! Пусть таких инициатив будет больше, ""қуанамыз""!",mixed,
84152,Круто! Пусть этот праздник будет еще ярче благодаря таким наградам! Куттыктаймын!,mixed,
84153,"Вот это да! Наши кыздар - настоящие героини! ""Жарайсындар!"" Гордость переполняет!",mixed,
84215,"Тапсырма берілді, жоспар бар, будем ждать результатов",mixed,
84227,"Peкoмeндyю книгy Caймoнa Baйнa «Oтeц-рынoк зoвёт», кoтoрaя дaёт пoнятнoe и прaктичнoe ввeдeниe в мир финaнcoв и инвeстиций. Meтaфoрa «Oтцa-рынкa» пoмoгaeт лyчшe пoнять рынoчныe силы и их влияниe на инвeстиции. Книгa бyдeт пoлeзнa кaк нoвичкaм, тaк и oпытным инвecтoрaм. Moгy пoдeлиться eю бecплaтнo, ecли интeрeснo.",mixed,
84253,"Дык,чай не чужие друг другу люди... минимум ""құдалар""...",mixed,
84275,И так жеңеміз деп күресеп жүргенде,mixed,
84326,"Время неправильное можно узнать по времени поста Рамадан !В Актау Ауызашар в 19:33 В Алматы 17:50 разница почти в 2 часа ,далеко зачем идти !",mixed,
84371,"Біраз жұмыс жүргізіліп жатыр екен, удачи",mixed,
84373,"""Шығыс маманы"" ипотекасы вообще күшті тема, қарапайым жұмыс істейтіндер де үйлі бола алатын болды, осындай бағдарламалар көбейсе жақсы",mixed,
84375," Су – это вообще основа жизни, осы мәселені шешіп жатқаны дұрыс, 8 жоба бітсе, ауылда су іздеп жүрмейтін күн де келер",mixed,
84376,"Нормалды тема, ШҚО-да қозғалыс бар екен, үй салынып жатыр, жаңа заводтар ашылып жатыр, халыққа жұмыс болса – өмір жүреді",mixed,
84413,"Терпения близким погибших Жан жақты қолдау көрсетіп,барлық шығындарын көтеріп берсін)",mixed,
84492,"Проведение таких мероприятии выгодно для нас самих же) Инвестиция жағынан болсын, реклама жағынан болсын.",mixed,
84518,"Уятсыздар , ещё хотят процветания итдд ",mixed,
84532,"Не, он наш, а вот менталитет... тогоконельзяназывать",mixed,
84565,Б а с т а лды отрик анги ме,mixed,
84579,"Походу нас 50 млн , сыймай жатырмыз ғо",mixed,
84621,"Лингвистикалық терминдер керек еді. Иначе будет ""еркек қорқақ""",mixed,
84640,"Слушайте, а это ж большая ответственность – такой статус давать! Пусть всё получится, как задумано! Алла жар болсын!",mixed,
84642,"Инклюзивный туризм – это вообще супер! Все должны иметь возможность посетить такие места, вне зависимости от возможностей. Жарайсыңдар!",mixed,
84654,"Я давно хотел, чтобы Туркестан получил подобный статус. Это даёт массу возможностей для развития духовного и культурного потенциала. Жақсы жаңалық деп ойлаймын ",mixed,
84660,"Мне кажется, это очень правильное решение. Туркестан – ведь исторический центр, а теперь это ещё и законодательно закреплено. Құдай қаласа, туристов станет ещё больше, и экономика поднимется",mixed,
84697,"Точно  почему разрешение дали пользоваться газом, горе какое, Иманды болсын",mixed,
84702,"Албастылар... Рамадан, да и там дети, старики...",mixed,
84730,Болмайды мынауын Асу!ащы болса да шындык айтайын!оте слабо оте слабо!!!,mixed,
84796,"На день аварии встали 6 пассажирских поездов сообщениями Атырау-Мангистау, Атырау-Ақтобе т товарные поезда",mixed,
84851,"Президент дұрыс айтты, терпение, мейірімділік – осы айдың басты құндылықтары",mixed,
84941,"Құтты болсын, достойный человек!!! Сәттілік сізге!!!",mixed,
85004,"О, доллар по 7 тенге",mixed,
85125,Иғтересно у нас Kazaid дочернию дочку Usaida будут разгонять,mixed,
85138,"Наши ""АУЫЗ БАСТЫРЫҚ"" взяли наверное.",mixed,
85150,Это ж сколько времени и сил потратили! Респект следователям! Жарайсыңдар!,mixed,
85152,"Надеюсь, виновные получат по заслугам. Пусть правда восторжествует! Әділдік орнасын!",mixed,
85160,"Я тебе сказал загугли, ал сен өзіңді акылды деп санап отырсың ба, жартми!",mixed,
85163,"Найди оскорбление в моих коментах ! Загугли возможно еще гуляетт это видео где убийцы приехали с ружьем! А тебе не советую обелять убийц, басына келіп қалады!",mixed,
85248,"Шоколадка Казахстан - 800 тенге, уже подорожало.",mixed,
85253,"Левая - к Рахату, правая - Баян-сулу, а потом выходит Roshen",mixed,
85254,"Самый крупный налогоплательщик в кондитерке это Марс. Больше, чем Баян сулу намного. Министр об этом не знает?",mixed,
85274,"Если строительство первого АЭС ойдағыдай болып жатса, думаю можно будет приступать к строительству 2,3ей станции.",mixed,
85340,"Отопительный сезонды ойдағыдай өткізу – маңызды мәселе, халық тоңбауы керек",mixed,
85369,"Что бы модернизировать армию, нужно огромное количество денег очень огромное,  техника 70х годов в армии, автоматам бөлее 40-50 лет,",mixed,
85393,даа пожар был сильно видать,mixed,
85394,Ужаааас всех посадили на кредиты ,mixed,
85578,Рахмет. И вам не хворать.,mixed,
85614,"Туалет главное чтобы бвл внутри, а то как в Талғар построят мрд закопают",mixed,
85670,"Алла сактасын они пользуются тем что им ничего не будет, поэтому и ответственность надо вводить раньше. Сейчас взрослеют и понимают гораздо быстрее,да и с психологами надо работать",mixed,
85697,"Те раньше Банку нужно было доказывать, что у него есть запас/деньги под высокие Проценты (куплю жене сапоги), а теперь не нужно, рисуй какие хочешь цифры. Или Депозиты для своих делать, своим под 100% годовых, карапайым халыку 10% )))",mixed,
85725,"ага, наурыз кстати аналогичен по этому принципу",mixed,
85747,укымет озыго осыны жасап откан спишут на мошенников,mixed,
85868,"иманды болсын. Хороший человек, искренне сопереживал за страну, за литературу, За творческую молодежь",mixed,
85871,Светлая память о не то танки я в его произведениях. Иманды болсын.,mixed,
85938,"Хорошо, что охватили и Нацбанк, и ""Самрук-Қазына"" – там бюджеты огромные, аудит не помешает",mixed,
85946,"Блин, красавчики! Шынымен бе?! Надеюсь, не в карман себе положили.",mixed,
85947,608 жазасын жеңілдету керек арак ишкен мөлшері карап без дтп,mixed,
85950,"По сути, жаман нәтиже емес, но с каждым годом нужно только улучшать эти показатели, если барлығын удаленно басқарып отыратындай жасаса всем было бы удобнее и выгоднее думаю. Над этим нужно подумать.",mixed,
85953,"Неплохо неплохо, 135 млрд қайтарылыпты бюджетке. Енді осының барлығын онлайн түрде бақылауға болатындай болса әдемі болады)",mixed,
86031,ВА ха ха. Компенсация инвалидам и пенсионерам 1000 тг ,mixed,
86086,"7 жыл өте көп, қайта қаралсын 608 бап, халық қиналып кетті права жоқ,  кун көру қйын",mixed,
86134,Сначала сказал 24 часа потом несколько месяцев тепер на год.сегоднышный реалност.,mixed,
86239,"Ну они красавцы конечно, қонақжайлылығы мықты екен",mixed,
86293,иманды болсын. терпения и сил близким.,mixed,
86306,"Почетный караул, гимндер – бәрі салтанатты өткен екен. Дипломатияда осындай сәттер көп нәрсе білдіреді",mixed,
86311,Еще и оркестрмен гимн орындаған,mixed,
86367,Короче Гостың колына алады Казакмысты,mixed,
86400,"Ауызашар праздновать, как же еще",mixed,
86425,Желаю успехов ! Жана Казахстан!,mixed,
86449,"Терпения близким. Қайғыларына ортақпыз. Будем ждать результаты исследования, от и до тексеру керек) Это не первый такой случай как я знаю.",mixed,
86478,"91 года, совсем молодые Иманды болсын.",mixed,
86546,"Орден ""Достық"" заслуженно! Сотрудничество с UWW принесет еще больше побед нашим спортсменам",mixed,
86557,"Просто так министр келмейді, демек, маңызды келіссөздер бар",mixed,
86565,"Молодец       сәттәлік тілеймің   , молодой   умница   ,    биіктен   көріне  бер.",mixed,
86615,Государственные связи – это стабильность и новые возможности. Жақсы жаңалық күтеміз,mixed,
86633,"1500 адам заңсыз ұсталған деген сұмдық... Жақсы, что их освободили",mixed,
86669,"Не рановато ли очень молодой у генерал,енбеги улкен шыгар ким биледи.",mixed,
86674,А как все начиналось. Лендлиз допомога. Запад нам поможет. А теперь 500 млрд.,mixed,
86677,"Про ветер в СКО и Акмолинской - думаю это редкость, помню было дело в деревне Чермошнянка. Крышу школы снесло как бумагу со стола. Помню в Көкшетау было дело, крыши сносило у домов, так что ждем точнее информацию",mixed,
86680,"Масқара, нағыз баскесерлер,балдеют как будто убили какого -то таракана,веселятся ",mixed,
86818,Супер выстіпили в этлм году!!!,mixed,
86926,Тарихи орталық болайын деп тұр ғой ашылғасын,mixed,
86975,"Это групповой турнир, мы выиграли у КНР и ЮК, но проиграли Японии. Но Закон Кз поторопились, если сейчас КНР обыграют Японию, то у нас будет бронза. Это, конечно, маловероятно, но возможно. Хохолдарда мақал бар ғой - Не кажи гоп, пока не перепрыгнешь)",mixed,
87004,"Армия – мектеп жизни, бір жыл көзді ашып-жұмғанша өте шығады. Ең бастысы – тәртіп пен шыдамдылық",mixed,
87006,"Армиядан қашпаңдар джиги, в прошлом году отслужил. Бір жылдың қалай зу ете шыққанын байқамай да қаласың. Қайтар кезде балаларды қимай да қаласың.  Поймут кто служил",mixed,
87012,Воинский службаға қанша адам шақырылады екен биыл,mixed,
87041,"Каждому свое. Но по факту, рабочие, те самые трудяги, которых благо сейчас не мало, это фундамент всех стран мира. Өз жұмысын адал істеп жүрген жандарға мың алғыс.",mixed,
87115,Алла шипа берсін  скорейшего вам выздоровления ,mixed,
87150,"Құтты болсын Руся, удачи тебе",mixed,
87223,"Бір жағынан Саировтыкі де дұрыс, слишком завышать етуге де себеп жоқ, но, если сапасы, бағасына тұратын болса, почему бы и нет) Здесь главное чтобы левых не было.",mixed,
87240,504.9-508.9 в обментер сатып жатыр,mixed,
87490,"""Социальный кошелек"" деген проект қызық. Егер бәрі цифрланса, төлемдер де жылдам, удобный болар еді",mixed,
87493,"ПИН-кодпен, QR-кодпен посылка алу удобный тема. Қағазға қол қойып, документ жинап жүрмей, бәрін оңай алу жақсы болды",mixed,
87596,Светлая память иманды болсын ,mixed,
87622,Действительно бұйырғанын болады! Ну и упорный труд и терпение дали свои плоды ,mixed,
87716,Молодец дай Аллах вам здоровья.,mixed,
87720,"От радости я заплакала , Алла разы болсын",mixed,
87730,"Красавчик брат за добрые дела, Казахстан Әзербайжан братские народы",mixed,
87758,"Плачевный дейтіндей емес қой экономикамыз, жыл сайын дамып жатыр, видно что есть прогресс. Но, онымен тоқтап қалмай, экономиканы дамытудың басқа да жолдарын қарастыру керек.",mixed,
87760,"Турция ежегодно зарабатывает на туризме 60 млрд долларов. Больше чем мы от нефти. Нужно создавать отдельное министерство туризма, так как это высокодоходная отрасль экономики. А спорт это расходная часть экономики, вот их надо разделить. Нужен министр туризма как Саясат Нурбек, хороший продажник.",mixed,
87783,У нас по 600 тенге.,mixed,
87871,"Комсомолк,студентк,спортсменк, и патрясающщ красивая девушка!",mixed,
87881,Акжол дают всем ворам.Воруй - не хочу.,mixed,
87968,"Воровать, так вагонами , осы гой",mixed,
87977,Арлан не на uae swat challenge?,mixed,
88048,"Да мы мирная страна и пусть всегда у нас будет ясное небо над головой, но как говорится, сақтықта қорлық жоқ",mixed,
88105,Прошла эра Кыз Жибек и Толеген. Пришла эра одиноких людей.,mixed,
88296,"""Жарайсындар!"" – хочется сказать нашим дипломатам. Надеюсь, это не просто формальность, а начало чего-то большег",mixed,
88299,"Надеюсь, не просто так, а ""берекесі бар"" сотрудничество начнется.",mixed,
88386,Фабрика завод ашып жатырма деп ойлағанмын,mixed,
88388,"Неплохо неплохо, қазір жастардың жан жақты дамуына барлық жағдай жасалып жатыр",mixed,
88445,Сәлем торговая война! Ну и Трамп)),mixed,
88557,"По сути, у каждого из них есть опыт. Бір емес бірнеше станциясы бар елдер ғой. Неплохой выбор",mixed,
88576,"Құтты болсын, бірақ осы благотворительный фондтағыларға өз басым сенгім келсе де сене алмаймын. Уақыт көрсетер, қызметі адал болғай.",mixed,
88577,"Құтты болсын, думаю достойна этой должности",mixed,
88765,"Сейфуллина ад на дроге ближе к аль-Фараби, там перекрыто",mixed,
88844,М О Л О Д Ц Ы!!!  Достойные люди!!!,mixed,
88909,Не надо нас сравнивать с другими странами СНГ у нас есть полезные ископаемые даже много может наооборот надо снизить? В конечном итоге халыкка салмак боладыго,mixed,
88931,На кру чиваю т  же,mixed,
88947,"Нужно как никак розвивать спорт, так как движение- жизнь",mixed,
89096,Вроде бірнеше күн болатын емес па еді Китайский Новый год или ошибаюсь,mixed,
89220,Біріншісін бастап бітірмей екінішісіне кірісіп жатырма? Дележка началась дегендей,mixed,
89331,Күзде ЛРТда двигаться будем получается,mixed,
89382,Малый и средний бизнесты дамыту арқылы өзгеріс енгізуге болады негізі.,mixed,
89385,"Экономика Нацфонд, мұнай бағасына тәуелді болмайтындай жолдарды қарастыру керек.",mixed,
89408,"Өткен жылы біраз оқиға болды ғой. Интересно какие итоги будут, кто как выступит, что скажет",mixed,
89438,"Упразднить Сенат как ненужный элемент в структуре го-ва, распустить «Аманат - нұротан” как партию дескредетировавшую себя,  назначить подлинно народные выборы в Мжлис не по партийным спискам.",mixed,
89440,"Өткен жылы біраз оқиға орын алды ғой. Интересно будет послушать итоги года. Удачи всем кто будет выступать, особенно, Бектенову. Достойный человек, хорошо справляется со своими обязанностями",mixed,
89446,"ПМ, әкімдер барлығы доклад жасайды екен ғой, интересно будет посмотреть",mixed,
89452,Жыл қорытындысы бойынша көптеген жетістікке жеттік деп ойлаймыз . Прямой эфирде бола ма?,mixed,
89489,Дневной стационарлық адамдарға дәрі-дәрмек бөлінбей ма?,mixed,
89560,"Заслужил, осылар ғой банда болып, халыққа дизинфо таратқан. Можно было бы и побольше дать)",mixed,
89563,"Как могли так не щадя людей убивали, фильм посмотрела ужассс правильно наказали , своих убивали  аш доржь берет",mixed,
89565,"Странное у нас правосудие, Дикий Арман и дикий кайрат были всегда вместе но один ушёл на 20 лет, а второму почему всего то 8 лет дали????",mixed,
89566,22ж қамалған болса Қайрат енді 5 жыл отыра ма? Қайрат порядрчный адам болып көрінетін еді. Бұзықтарға неге қосылды? Заставит еткен болар.,mixed,
89573,"Что сказать, сам виноват. Никто же не заставлял их участвовать в этих беспорядках. Анау Дикийдың жанында банда болып жүруші еді. Осылар ғой халыққа дизинфо беріп, беспорядок ұйымдастырған. Можно было бы и побольше дать.",mixed,
89591,"Дикого Армана засудить, а по Қайрат аға не знаю!",mixed,
89603,"Как таГ? Они же ,, друзья,,?",mixed,
89674,"Господои, что происходит, пожары, землетрясения, воровство",mixed,
89707,"Типа, бес попутал?))))) простите -извините .... ну-ну",mixed,
89777,"Бедный парниша, жалко конечно. Топырағы торқа, жатқан жері жайлы болсын! ",mixed,
89779,"Несчастный случай, болад сондай, Алла сабыр берсин ",mixed,
89780,Иманды болсын. А во по технике безопасности? Соблюдали ли они ее?,mixed,
89802,"Это уже проблема об продаже валют, те кто хочет тот берет а вообще, я тут с тобой Келісем очень странно что данные финансовые Бизнесу люди которые выходят на рынок не знают что выше цена не залог Үлкен ақша!",mixed,
89897,"Неплохо, 45 млрд прибыль деген біраз сумма негізі Казпочта үшін. Да и служба доставки у них на уровне",mixed,
89900,надеюсь будет уроком по жизни вам. казпочта форевер гой.,mixed,
89923,"Неплохо неплохо, бір емес бірнеше елдің қосылып салатыны дұрыс болды. Егер АЭС салына бастап, бәрі ойдағыдай болып жатса, думаю можно будет начинать строительство и 2,3го АЭС.",mixed,
89925,"Как можно быстрее надо определиться с этим. Кім салса да, сапалы, уақытылы жұмыстың нәтижесін көрсетсе болды.",mixed,
90062,"Интересно, трасса екат-алмата, не астана-алмата.",mixed,
90073,"Погибла вся семья иманды болсын.одного не пойму 58лет прожила в своём доме на печном отоплении не было случая такого чтоб что то задымилось,загорела.",mixed,
90076,Не болып жатыр.Қыс болса өлім көбейіп кетеді,mixed,
90112,Артқа жүргенде аварейка қосқан жоқ. Штраф !!!,mixed,
90155,"Не только в Шымеете.Уелая мафия врачей, которые за деньги дают инвалидность здоровым людям .А настоящие инвалиды страдают,  с них тоже хотят поиметь",mixed,
90209,"Қой, көрерміз. Время покажет.Надеюсь, про малый и средний бизнес не забудут.",mixed,
90210,"Бәрі жақсы болады деп үміттенемін. Интересно, про инфляцию что скажут.",mixed,
90248,Почти полный здание өртеніп кеткен ғой. 76 адам қайтыс болыпты. Терпения близким погибших.,mixed,
90349,"Бәрі ашық, әділ болсын! Ждем результатов.",mixed,
90351,жаман іс болды ғой. Пусть земля ему будет пухом. Виновные должны ответить.,mixed,
90353,"Шүкір, дело закончили. Ждем суда и справедливого приговора.",mixed,
90409,Примирительные процедуры көбейіп жатқаны дұрыс екен. Дауларды сотқа жеткізбей шешу – өте тиімді тәсіл. Енді осындай жетістіктерді басқа салаларға да таратса екен,mixed,
90449,"Какое общество, такая и армия. Иманды болсын",mixed,
90451,"Иманы салауат болсын Командир взвода за месяц ничему сам не научился, нето что за кого то отвечать. Минимум шесть месяцев его должны вводить в должность.",mixed,
90487,"Қазақстан - Өзбекстан (черняевка) ремонт жасау керек біз жақтан. Өте ұят екен, лас және тар, көлікпен кіру бір машақат",mixed,
90611,"Мин. юстициидың басты мақсаты, міндеті сол деп ойлаймын",mixed,
90834,Казакстан Россия Друзья Дружбаа  БРАТЬЯ Соседи,mixed,
90863,"Правильно мыслишь, жақында чм алған Нургиса интервью бергенде, финансово қолдау аз бөлінеді деп еді",mixed,
90896,"Заметно что есть какой то прогресс, коррупцияны толығымен жоқ қылатын күнге жетейік енді",mixed,
91023,В Алматы картофель 400 тг. НА ОПТОВКЕ !!!!!!!!!!!!!,mixed,
91099,Ал кептеліс те сағаттап тұруға болама ,mixed,
91110,"Короче все коррупция среди депутатов и бастыков, отсюда и вывод....не примут такой закон ",mixed,
91161, иманды болсын   Вы там вообще уже что творится Мать которая осталась с таким грузом боли  ещё решили осудить ... сабр Опомнитесь ! Судьи .  Қазақстанда  заңды.,mixed,
91231,"Ребята делайте все правильно будет правильно,никаких проблем вовремя приходишь соблюдаешь правила любые и вуаля все в порядке и самолёт взлетел и удачно сел,и персонал улыбается и чисто и вокруг пассажиры норм! Потому что все все соблюдает,но биз казакпыз гой нам это незнакомо((",mixed,
91302,Олар Сирияны алды толықтай.сол ушін типа мирное соглащение деп отыр,mixed,
91322,Нигерия – рынок ого-го! Там народа до фига.,mixed,
91348,"Глобальный проблемаларды бірлесіп шешу керек, дұрыс айтты негізі",mixed,
91377,"Жап жас жігіт, обал болған екен",mixed,
91387,"Әп әдемі форма ғой, мне понравилось",mixed,
91443,Иманды болсын Женщине скорейшего выздоровления ,mixed,
91455,"Пора эти авиакомпании ставить на место,монополистік, что хотят,то и воротят.Порядка нет,вот и случается такое,пьяных вообще на рейс не пускать",mixed,
91604,Иманды болсын. Очень жаль. Семья наверное осталась без отца,mixed,
91659,"Сейчас же каникулы у студентов, ешкім бола қоймаған шығар",mixed,
91666,"Өтірік пе, неге универ жоқ кадрда?",mixed,
91731,Қашан таусылады екен осылар? Пожизненно беру керек сияқты. Явно сырттан дайындалған сатқыдар ғой,mixed,
91779,пусть наши казахско-кыргызских отношения будут развиваться и стратегического партнерства выходит на новый уровень ,mixed,
91838,Ниче себе Кай Фу Ли,mixed,
91850,Главное — не сбавлять темп. Уже шетелдік эксперттердің өзі қызығып жатыр ғой,mixed,
91855,Мировой эксперттермен тәжірибе алмасқан өзімізге жақсы,mixed,
91861,Мухтар Мағауин оставил огромное литературное наследие. Его книги учили нас понимать нашу историю,mixed,
91869,"Ушёл великий... ""Қан мен тер"" романын есімде қалды...",mixed,
91930,Такое ащющение што намеренно отправлйают поезъ эканомики в пропасдь,mixed,
91994,Аты өзгеше екен “Неделя устойчивого развития Абу-Даби”,mixed,
92082,"Никто как всегда компетентно сказать и проинформировать не может. А потом какой то турист  привезёт и скажут НАКОНЕЦ ТО К НАМ ПРИШЕЛ МЕТАПНЕВМОВИРУС. И начнется аврал, очереди в аптеки и Алла сақтасын летальные исходы...",mixed,
92121,"Думаю надо менят вагоны дальнего маршрута нап.Мангышлак Астана люди там две сутки на пути ,вагоны старые с окон дует,  холодно !",mixed,
92133,"Восточном Казахстан Зар плата маленькая,",mixed,
92239,"Бәке  ,Каке всё по ровну поделили и никакой конфискации, случайно , ну взяла, ну простить и помиловать , она перепутала карманы, работала всё же с утра да вечера что бы , чтобы нелзяяяяяя !!!",mixed,
92337,"С Рождеством, православные! Құтты болсын!",mixed,
92360,"странно ващето както. выбрали нового президента, а старый ещё полгода всё равно сидит, и может ему пакостить и гадить ",mixed,
92409,"Сколько не повышай ЗП, её не хватает, инфляция растёт теңге дешевеет. Экономика в стране не ахти.",mixed,
92429,"Красавчики достойные награды Казахи братья мои  , пусть Всевышний бережет вас Аллах разы Болсын сизге  большой Ассаламу алейкум вам с Актау",mixed,
92495,"Жауапкершілікті талап ететін қызмет қой, удачи",mixed,
92516,Умница. Аллаһ Тағала балаларымызды тіл-көзден сақтасын ,mixed,
92542,В этой БМВ уже все выдавили в Германии  а он дальше выжымает скок можно уже,mixed,
92577,Трасса Астана Қарағанды открыта говорит КазАвтожол,mixed,
92603,Жолға не үшін ақша төленеді е сапасы болмаса е тұз сеппесе,mixed,
92684,"Президенттің ""Сильный Президент — Влиятельный Парламент — Подотчетное Правительство"" концепциясы өте дұрыс. Барлық деңгейдегі өзгерістерді халық сезіп жатыр, сондықтан мұндай жүйе бізге сай келеді",mixed,
92693,Досрочный выборы несі Хорошо справляется же со своими обязанностями. Осы кісі келгелі елімізді біршама өзгерістер орын алды в лучшую сторону,mixed,
92698,"Сейчас время строить и развиваться, а не отвлекаться на политические вопросы. Тоқаевтың сөзі сенімділік береді, бәрі өз уақытында болады.",mixed,
92781,"Для профессиональных спортсменов долгожительство такое это чаще случайность. Молодец, женщина! Иманды болсын!",mixed,
92802,"Алматы Смог, и ты Сможешь))))",mixed,
92920,Дорогие казахи привет из Баку С Новым Годом вас всех Рахмет за помощь оказанную нам в авиакатастрофы который произошел в Актау ,mixed,
92997,Молодцы юные армейцы Жас сарбаз города Алматы!!!,mixed,
93051,"**Здорово, что интервью будет в Ана тілі это ведь поддержка казахского языка на деле!**",mixed,
93088,"Бразилия орыстармен жақсы тұрады. Ящиктің ішіндегі дауыстарды туралап, пилот виноват болып шығады.",mixed,
93090,Ин ша Аллаh будет справедливо и Россия не заплатит Бразилии чтобы те наврали,mixed,
93115,"Вроде қонып жатқан сияқты еді, бір сбой болған сияқты ғой, қатты скоростьпен соғылғанына қарасақ",mixed,
93213,"Разогнать всех , с переводом времени на куролесили, и кажуть шо так и було.",mixed,
93264,В бірінші боп келген военный ше,mixed,
93330,"Иманды болсын бари, ушкыштар, стюардесса супер герои, ",mixed,
93347,Иманды болсын погибшим. Пострадавшим скорейшей поправки,mixed,
93371,Хвала Всевышнему! И спасибо казахстанским врачам! Аман болсын!,mixed,
93398,"Иманды болсын.Один Аллах знает, кто когда уйдёт.",mixed,
93399,Иманды болсын. Очень жалко пострадавших и погибших. Не дай Алла что бы с кем нибудь так произойдет,mixed,
93480,"Аман болыныздар ,жолдарыныз болсын!Всех с наступающим новым годом ",mixed,
93577,"«Правду, правду, ничего кроме правды…».",mixed,
93689,285 000 х 35% = 99 750 ₸,mixed,
93721,"Спасибо пилотам, что не растерялась и спасли столько жизней, к сожалению ценой собственной. И нашим рахмет, что подготовили место для посадки, что МЧС и врачи работали оперативно! Впервые за последнее время я могу с гордостью сказать, что қазақтар өз мықтылығын көрсетті!",mixed,
93856,Она не чиновник. Просто сутенёрша.,mixed,
93872,у нас наворовует и ходять на свободе. .то что плохо лежит и подберают они.,mixed,
93878,"Иманды болсын,  в предварии,  окончании високосного года такое испытание  для Казахстана",mixed,
93885,Импнды болсын соболезнования родным и близким…,mixed,
93888,Не болса да экипаж герои,mixed,
93897,Инна лиллаhи уа Инна илайһи рожиъун!  Пусть Всевышний АЛЛАҺ одарит их раем!,mixed,
93911,Не дай Аллах такое пережить. Иманды болсын,mixed,
93928,В Семее Абай Арена вернули?,mixed,
93968, Allah rəhmət eləsin всем погибшим. Скорейшего выздоровления пострадавшим ,mixed,
94039,Ин на лиЛляхи ва Ин на илейхи роджиун. Соболезнования родственникам погибших. Пусть Всевышний Аллах даст терпения родным и близким.,mixed,
94062,Иманды болсын! Всем пострадавшим скорейшего выздоровления!,mixed,
