text,language,weight,source,label_id
Күштііі орын алмайды мүлде еще ішінде 10 шт ұзаұқа жетеді рахмеет тез жеткізіп берді.,kz,3.0,real,1
"Купила 15 про Макс в этом магазине. Телефон глючит сам по себе, держала всего лишь 1 месяц. Не стоит своих денег, 1. экран глючит. 2. фейс айди плохо работает! Можно сказать вообще толком то не работает. Мой 11 и то был намного лучше чем этот 15. Очень разочарована!",ru,3.0,real,0
"Токаев молодец, осындай форумдар елге пайдасын береді",mixed,3.0,real,2
"Хорошо, что Казахстан на таких площадках участвует — внимание к стране өседі",mixed,3.0,real,2
Біраз елдің басшылары жиналып қалыпты ғой,kz,3.0,real,1
Красавчик  Алла тағала тауфик хидаят берсін ,kz,3.0,real,1
"Замечательно! Наконец-то справедливость! Пусть таких инициатив будет больше, ""қуанамыз""!",mixed,3.0,real,2
"егер қандай да бір объективті себептермен жаңа ақпараттық жүйені QazTech платформасында әзірлеу мүмкін болмаса, бұл жағдай міндетті түрде Президент жанындағы цифрландыру мәселелері жөніндегі Комиссияның қарауына ұсынылады. Бұл – цифрлық бастамалардың бақылаусыз, жүйесіз таралуына жол бермейтін тиімді тетік.",kz,3.0,real,1
"Қызмет көрсету өте жақсы, Меруерт рахмет. .",kz,3.0,real,1
"Әзірге бәрі жақсы, зарядкасы ұзаққа жетеді.",kz,3.0,real,1
Астана клубын тексеріп жемқор дей бермей ұлттық құраманы тексеріп көрмей ма? Астана жыл сайын еурокубок ойындарында ойнап халықтың ыстық ықыласына бөленіп жүрген клуб жақында Витория Гимарайнш пен Челсиді Қазақстанға келуіне себепкер болады қаншама жанкүйер матч көруге барады пайда ғой соның өзі,kz,3.0,real,1
И для команды это сильный моральный момент такие вещи реально добавляют уверенности перед стартом.,ru,3.0,real,0
"Красавчик, молодец пацан, Қазақстанның аты шығып жатыр",mixed,3.0,real,2
"Апаттық жағдайға ертерек назар аударып, тұрғындарды қауіпсіз жерге көшіргені дұрыс болған ғой. Қалған подъездерді де тексеру керек енді.",kz,3.0,real,1
"Безопасность важнее всего, люди сами түсініп жатқаны қуантады",mixed,3.0,real,2
"Сербиямен байланыс нығайса, тәжірибе алмасуға жақсы әсер етеді",kz,3.0,real,1
"Купила дочке, ей очень нравится. Ещё у нас была американская версия. Доча очень счастлив, говорит, что только у неё такая сотка с американской версией.",ru,3.0,real,0
Сатушыға көп рақмет! Уақытынан бұрын келді. Өте ыңғайлы қалтаға салып жургенге. Сатып алуға кеңес беремін.,kz,3.0,real,1
"Работают по делу, нормально қолға алған",mixed,3.0,real,2
"Осы салфетка жақсы, шағын. Рақмет сатушыға, косымша сыйлық салғаныңызға.",kz,3.0,real,1
"Технологии в образовании нужны, постепенно жаңарғаны дұрыс шаг",mixed,3.0,real,2
Жол қозғалысы ережелерін сақтау мен қауіпсіздікті қамтамасыз ету үшін цифрлық технологияларды қолдану өте тиімді. Президенттің бұл бастамасы Қазақстанды жаңа деңгейге көтереді деп сенемін.,kz,3.0,real,1
"Согласна, школы – это важная вещь, у нас тут деток всегда много. Дұрыс айтасыз, қажет нәрсе!",mixed,3.0,real,2
"Купил 15 про Макс полное разочарование. Остался на своем 14 про. Отдал жене, пусть она мучается.",ru,3.0,real,0
"Молодец, Нацгвардия да технологиядан қалыспай келеді",mixed,3.0,real,2
"У меня тоже есть(было на старом,уже мертвом телефоне) что-то типо музыки,сочинил я его вообще без музыкальных знаний (я даже не знаю что такое ноты)",ru,3.0,real,0
Елдің азық-түлікпен толық қамтамасыз етілуі қуанышты жаңалық екен,kz,3.0,real,1
"Мои любимые салфетки, всегда и везде выручают. Доступные по цене и очень хорошие по качеству. Берите, не пожалеете!",ru,3.0,real,0
"Уақытынан ерте келді, жақсы, рахмет.",kz,3.0,real,1
"Правильно делают, зимаға сақ болу керек",mixed,3.0,real,2
"Спасибо за подарочек, отличные салфетки.",ru,3.0,real,0
"Как странно у нас работают законы, Тореали под наркотой был и катается дальше ",ru,3.0,real,0
"Так и надо было, пусть жауап береді",mixed,3.0,real,2
"Хороший шаг, пожары быстрее анықтайды",mixed,3.0,real,2
"Сохранить отдельные дисциплины — разумный подход, меньше путаницы будет.",ru,3.0,real,0
"Телефон жақсы, келіншегім қуанып қалды.",kz,3.0,real,1
"Выглядит, как огурчик, где там понадобилась ""медицинская помощь""? Не болып жүр замынан таяқ жеп? Дәурен Есимханов қазақтың палуаны екен.)",mixed,3.0,real,2
"Изменений много, вроде бы всё по делу, быт пен заң жақсара ма екен теперь",mixed,3.0,real,2
Күшті сапасы жоғары екен. Алыңыздар.,kz,3.0,real,1
"Промокод не работает,выходит что не соответствует количество заказа ,сумма 7000 ",ru,3.0,real,0
"Полиция жұмыс істеп жатыр, күдіктілер табылады",kz,3.0,real,1
"Теперь уже заң жүзінде жауап береді, сабақ болады басқаға да",kz,3.0,real,1
"Необходимость мира осознают и за рубежом, в других странах, что действительно радует. Приятно, что начали ходить разговоры о переговорах, звучать какие-то предложения того, как мира добиваться",ru,3.0,real,0
Палку он кончено перегнул. Но дозвониться до сотовых операторов нереально. Вечно упираешься в робота.,ru,3.0,real,0
"Керемет арзан сапалы, мен қымбатқа алып жүрсем арзан алдым рахмет.",kz,3.0,real,1
"Бәсе, в Шымкенте сегодня прохладный ветерок",mixed,3.0,real,2
"соцэконом развитие – это и дороги, и вода, и жұмыс, надеемся, будет польза",mixed,3.0,real,2
"Молодец, Қазақстан атын шығарып жатыр",mixed,3.0,real,2
"Халық Кеңесі реально перспективная структура. Если она будет работать, а не для галочки, это позволит гражданам влиять на законы и улучшать жизнь, а не только наблюдать со стороны",mixed,3.0,real,2
Если бы не папа сам бы ничего не добился.,ru,3.0,real,0
"Эта скидка будет срабатывать,  если билеты на разных людей покупаются одним человеком с одного номера /приложения?",ru,3.0,real,0
"құттықтаймыз, заслуженно, полицейские на передовой всегда",mixed,3.0,real,2
"Сатып алғанымен 3 күн болды, қазірше жақсы жұмыс жасап тұр.",kz,3.0,real,1
Вот осы Қазақстанда урно дегенді алып тастау керек сиақты. Көшеге мусора тастанандарға штраф. Көше таза болса қала таза. Қала таза болса экология таза. Көшеде мусор тазалайтындар аз болады. Жел болса урнодан мусор шығады. Ит мысық  шашып кетеді. Мусорканың жанына камера қою керек.,kz,3.0,real,1
"Тапсырысымды уақытында жеткізді, ұлыма сыйлыққа алған едім, сыйлығым өте ұнады ұлыма, рақметін айтып қуанып қалды, Каспи дүкеніне көп рақмет.",kz,3.0,real,1
"Но зимой, вроде, выселять нельзя. Если с детьми",ru,3.0,real,0
"ұнады, қалай ресми емес форматта да өзара түсіністік таба білді, Қазақстанның бейбіт ұстанымын көрсетті",kz,3.0,real,1
Өте керемет сапалы подаркаға кішкентай влажный үшін рахмет приятно жылдам жетті.,kz,3.0,real,1
"Ну все правильно сказано, впервую очередь если каждый с себя не начнет нечего не измениться, начиная с себя заканчиваю более масштабным.",ru,3.0,real,0
ребят можете подсказать как высчитать gpa,ru,3.0,real,0
"Это важный день для нас, для всего народа! На Амал күні чувствуешь поддержку и любовь близких.",mixed,3.0,real,2
"Аман болсын, надеюсь, все быстро поправятся",mixed,3.0,real,2
"Герой современного мира ! Молодчик , настоящий ЖІГІТ!",mixed,3.0,real,2
"балалаларды  ұрып соққанша , ақылмен жәй сөзбен түсіндіре білу керекпіз",kz,3.0,real,1
Значит они не конкурентноспособны!! Теперь им можно перед новым годом поднять цены!,ru,3.0,real,0
"Уақытында келді, өте арзан, сапасы да керемет, тура келді.",kz,3.0,real,1
"К ним должно быть сострадание, или мы должны жить по принципу моя хата с краю, у меня все хорошо, значит меня это не касается?",ru,3.0,real,0
Иісі өте жағымды. Сыйлыққа сабын салып жіберіпті. Бағасы да қолайлы. Үлкен рақмет.,kz,3.0,real,1
"Бақылау жақсы, қауіпсіздік маңызды ғой",kz,3.0,real,1
"Қызымның туған күніне алып бердім, қызым қуанып қалды, үлкен.",kz,3.0,real,1
Отличный телефон! Супруга довольна! Камера огонь!,ru,3.0,real,0
"Видно, жаңа адам керек болған шығар",mixed,3.0,real,2
Айфонды бірінші рет алып отырмын. Үйреніп жатырмын. Маған бәрі ұнап тұр. Тапсырыс берген күні алып келді. Рахмет!.,kz,3.0,real,1
"Кетіргіш өте жақсы екен, фирмасы керемет.",kz,3.0,real,1
"Такое радует, приятно видеть что они заслужили награды.",ru,3.0,real,0
"Телефон хороший, особенно после 11. Покупала у iStarMobile, сразу после заказа позвонили, уточнили нужен телефон с физ. симкой или только е-сим. Эпл есть эпл). Доставили в срок и еще чехол подарили.",ru,3.0,real,0
Маскара не деген жауыздык.Дурыс тарбие бермеген ата- аналарына жаза колдану керек.Жане балаларына,kz,3.0,real,1
"С одной стороны, балаларға зиян контент азаяды, бірақ бәрібір айналып өтетін жолын табады",mixed,3.0,real,2
Осы фирманың өшіргіштері керемет нешінші жыл алып жүрмін.,kz,3.0,real,1
"Алуға кеңес бермеймін, зряды тез отырып қалады.",kz,3.0,real,1
"Осындай қолдау керек, жастарға үлкен көмек болды",kz,3.0,real,1
Салфетки өте тез келді және продавец кішігірім сыйлық салып жіберген. Рақмет!,kz,3.0,real,1
"Ну, пока хоть бағалар ұстап тұр ғой",mixed,3.0,real,2
"Красавчик парень, уважуха, что казахша үйреніп жүр,молодец",mixed,3.0,real,2
"Салфетки то, что нужно для ребенка, компактные, удобные в использовании, без запаха. Спасибо за дополнительный подарок.",ru,3.0,real,0
"Қайғылы жағдай екен. Күтіп көрейік, бәрі анықталады ғо.",kz,3.0,real,1
Женщины никогда не умели делать без поддержки),ru,3.0,real,0
"Рахмет сіздерге, бәрі жақсы, келуі де тез.",kz,3.0,real,1
Осы тәте президент так то,mixed,3.0,real,2
"Свет не красивый, намазы вообще.",ru,3.0,real,0
"Айтеу бари аман калганына шукир. Машина деген темир терсек кой, страхаовойда едауыр болыгын жауып берер.",kz,3.0,real,1
Заң алдында соңына дейін жауап берсін,kz,3.0,real,1
"Наурыз – это праздник тепла, и такие поздравления делают его ещё добрее. Казахстан и Россия поддерживают стабильный диалог, и это важно. Көктемгі көңіл-күйді сезініп жатырмыз",mixed,3.0,real,2
"Наш народ всегда был близок к искусству, эту отрасль можно развивать и развивать",ru,3.0,real,0
"Вообще күшті! Мен ойлағанымнан да еще компактный. Әрі сыйлыққа тағы біреуін салып жіберіпті  өте жағымды, рахмет үлкен. Тағы да тапсырыс беремін, міндетті түрде. Бәріңізге кеңес беремін!",mixed,3.0,real,2
"Осындай жарыстар керек, болашақ геологтар өсіп келеді",kz,3.0,real,1
Пакистанмен әріптестік артып жатқаны жақсы болды,kz,3.0,real,1
Күшті болып келді. Подарок ретінде 1 шт влажка салып жіберіпті,kz,3.0,real,1
"Бойцы должны родину учиться качественно защищать, а не последствия коррупции искоренять! Ұятай, бетім-ай! New KZ😥",mixed,3.0,real,2
Везде были сады росли яблони алыча. Вырубили дома построили. Ну зачем туда  лезть. Алла сактай көр,mixed,3.0,real,2
Түркия мен Қазақстан арасындағы тығыз байланыстар жаңа деңгейге көтеріледі деп сенемін. Екі елдің көшбасшыларының кездесуі екіжақты қатынастарды одан әрі нығайтуға ықпал етеді.,kz,3.0,real,1
Баку Грозный. Актауда неге жүр екен айналып. Бакуден ары қарай жақын емеспа грозныға,kz,3.0,real,1
"А они работают? Три года назад заявление оставляла, надо зайти узнать как идет ""расследование"".",ru,3.0,real,0
Есть список тех кто в финалистах?,ru,3.0,real,0
"Үлкен рақмет, сервис жоғары деңгейде.",kz,3.0,real,1
С США лучше дружить чем враждавать...не дай бог с ними начать терки сразу жди беды. Так что көтті қысып родной деп журе берген дурыс.,mixed,3.0,real,2
Стоимость обучения в Гарварде 83к долларов,ru,3.0,real,0
Первый мой айфон. Андройдтан кейін енді үйреніп жатырмын.,mixed,3.0,real,2
"Полностью согласен, вклад металлургов в развитие Казахстана неоценим",ru,3.0,real,0
"1. Телефон имеет стильный и эргономичный дизайн, удобно лежит в руке. Дизайн. 2. Производительность: Высокая скорость работы, все приложения запускаются мгновенно, нет лагов. Камера отличного качества, снимки получаются четкими и яркими даже при слабом освещении. 4. Батарея: Емкость батареи позволяет активно использовать телефон весь день без необходимости подзарядки. Довольна покупкой.",ru,3.0,real,0
"Мне тоже пришло,без понятия,что нужно делать все как всегда у них через одно место",ru,3.0,real,0
"Везде шиеленіс, тыныштық жетіспейді екен",mixed,3.0,real,2
"Екі елге де пайдалы келісімдер болды, байланыс артады",kz,3.0,real,1
Рақмет көп 10 тенгенің заты болсада.,kz,3.0,real,1
"25тенгеге алғанмын, қасына  салфетка қосып жіберіпті. Чехолдың өзі күшті, қатты емес.",kz,3.0,real,1
Почему его имя фамилию и лицо срывают? Пусть все видят,ru,3.0,real,0
Обслуживание на высоте. Очень ответственная и качественная доставка.,ru,3.0,real,0
"Рахмет, уақытында алдық керемет ұнады. Курьер молодец.",mixed,3.0,real,2
"**Десентратоновцы и жители Meta Llama Accelerator, қайырлы күн! ******

Қалай жағдай? Идеи придумываются? Презентации призентуются? А от лета в душе танцуется? 

Сегодня еще продублируем серию круглых сообщений от @sammExe по формату сдачи проектов ",mixed,3.0,real,2
Курс долларa опять подрос — экономике оңай емес сейчас,mixed,3.0,real,2
"дұрыс бағыт, елге жақсы болады бұл жұмыс",kz,3.0,real,1
"Вообще этот год очень легко держать пост, да и месяц весь такой легкий, душевный, с родными посидели только что, еще Наурыз на носу, крч кайф )",ru,3.0,real,0
"Как интересно он должен будет платить алименты если его лишили зароботка абсурд.Есть поговорка :шәш ал десе бас лады(попросишь постричь ,а он голову отсечет )",mixed,3.0,real,2
"Бұл – адами фактордың әсерін азайтып, шешім қабылдау үдерісін әділ әрі объективті етеді.",kz,3.0,real,1
личная выставка жасап көргендер бар ма?,mixed,3.0,real,2
"Разберутся, причину анықтайды",mixed,3.0,real,2
"Светлая память мальчику, очень жаль. Надеюсь, разберутся и помогут семье.",ru,3.0,real,0
Алем ии ды сен жеп коятын сияктысын брат,kz,3.0,real,1
"4.0 де топ 7 болдық 

Хотябы үштікке кіру керек болып тұр",mixed,3.0,real,2
"Я давно хотел, чтобы Туркестан получил подобный статус. Это даёт массу возможностей для развития духовного и культурного потенциала. Жақсы жаңалық деп ойлаймын 👏",mixed,3.0,real,2
"Универді әлі тандаған жоқпын, бүгін түні бойы направление қарадым",kz,3.0,real,1
"Сложно сейчас совсем без интернета, все к нему байланысты боп кетті",mixed,3.0,real,2
Запрещали уже. Из за меченого столько народу погибло.,ru,3.0,real,0
У нас вообще есть что - нибудь что не дорожает?,ru,3.0,real,0
"Отлично, молодцы девчата, спорт арқылы ел абыройы артып жатыр",mixed,3.0,real,2
Өте керемет бәрі идеяльный уақытылы келді рахмет.,kz,3.0,real,1
Ну какие времена такие и герои,ru,3.0,real,0
Сәттілік тілеймізАктивизация культурно-гуманитарных контактов также подчеркивает всесторонний характер отношений между Казахстаном и Китаем,mixed,3.0,real,2
"Дукен,Су, сүт,дурыс,жаңа,сурет,кал калай,мен,сен,ол, тәте,ет- хватит для получения Гражданства?",mixed,3.0,real,2
Өте күшті шықты. Көңілімнен шықты. Супер.,kz,3.0,real,1
"Қызыңыздың бауы берік, дені сау, өмір жасы ұзақ, өзіңіз сияқты спортшы болсын!",kz,3.0,real,1
Молодец Юлия жеңісің құтты болсын тек Алға ,mixed,3.0,real,2
"Чехол отличный, в подарок положили влажную салфетку, приятно.",ru,3.0,real,0
сегодня уже туда зашёл ғо),mixed,3.0,real,2
"Чехол вообще прям классный, качество, беру не первый раз, спасибо.",ru,3.0,real,0
"Жаксылыкову рахмет, новому министру сәттілік, назначения хорошие, МЧС молодцы, спортсменам респект",mixed,3.0,real,2
Не думаю воз хорош наши врачи лучше,ru,3.0,real,0
Поддерживаю наших прямиком из Японии) Біз біргеміз!,mixed,3.0,real,2
Их кормят не только мясом,ru,3.0,real,0
"Будем ждать, когда правительство во главе с минздравом скажет, наконец дождались. Есть ещё один повод списывать деньги",ru,3.0,real,0
так этот сайт родом из Китая 😳 Қытайда туылған ғой,mixed,3.0,real,2
Инвестиция көлемін ұлғайтудың бірдін бір жақсы жолы,kz,3.0,real,1
Ну вот их ещё не хватало,ru,3.0,real,0
"Уже как в анекдоте - в детстве боялась бабайку, сейчас выросла и боюсь счёт за ком.услуги  рада что отопление подключили, но как представлю какие суммы сейчас будут приходить, так страшно становится ",ru,3.0,real,0
Сапалы жақсы өз бағасынан асып түседі қызыма ұнады еще конфеты бар подаркаға рахмет.,mixed,3.0,real,2
Так вот из-за чего я не получил свой заказ,ru,3.0,real,0
"Пока что работаю спецом ИТ центра универа. Еще а магу поступил, не успею  

Анау үндіс құсап сотталып жатсам сосын, ұсталып қалып , который одновременно работал в нескольких стартапах",mixed,3.0,real,2
"Скорей всего она её тянет, для того чтобы в будущем было на кого свалить свои ошибки.",ru,3.0,real,0
КЕРЕМЕТ Алға Рыбакина Алға Қазақстан Республикасы в полуфинале обырыграла тенисистку из росии,mixed,3.0,real,2
"Человек сделал для этих людей больше, чем правительство родной страны, которое даже не объявило траур.",ru,3.0,real,0
Ой зачем так пугать! По факту ведь не будет такого уведомления! Алла сақтасын,mixed,3.0,real,2
"С Китаем и Өзбекстаном шекара ашық, жүк те, адамдар да тез өтетін болды, саудаға серпін береді",mixed,3.0,real,2
"По сути, у каждого из них есть опыт. Бір емес бірнеше станциясы бар елдер ғой. Неплохой выбор👍",mixed,3.0,real,2
Ещё этой заразы не хватало! 19 век возвращается с его болячками,ru,3.0,real,0
"ДЧС быстро среагировали, воду беріп жатыр, күштірек болар енді",mixed,3.0,real,2
Какие же они не нищеброды - за 200 к готовы на зону уйти,ru,3.0,real,0
"Өзі арзан, өзі маржан, әлі подарок салып жіберіпті, рахмет.",kz,3.0,real,1
"Весь мир едет в Казахстан на заработки, а наша молодежь бежит из страны. Этот факт не красит страну и власть, которые не смогли создать нормальные условия для свои граждан. Советую власти послушать слова Голда Мейер (V-Премьер Израиля) по поводу выезда из страны своих граждан. Саны бір уысқа татымайтын, тарыдай шашылып жүрген қазақтың болашағы не болмақ?",mixed,3.0,real,2
"МЧС молодцы, на месте жұмыс істеп жатыр",mixed,3.0,real,2
"Ладно, дай Бог чтобы Вы поняли когда-нибудь что все далеко нет печально в этом моменте!",ru,3.0,real,0
я на дорогу и на еду потратил 25 к,ru,3.0,real,0
Какие крупные реки впадают в каспийское?))),ru,3.0,real,0
"Берекелі ай болсын, пост ұстап жүргендерге күш-қуат тілейміз",kz,3.0,real,1
джиги у кого нибудь есть Яндекс станция? для чего прикольного его вообще можно заюзать кроме музыки,ru,3.0,real,0
"Всем привет, кто знает аккаунт в Linkedln Decentra?",ru,3.0,real,0
"Логистика с Россией укрепляется, круто, что пропускная способность вырастет!",ru,3.0,real,0
"Бывает, техника задерживается, но аэропорт жұмыс істеп жатыр",mixed,3.0,real,2
Жаңбырлы күнге дайын болыңдар ,kz,3.0,real,1
Тоқаевтың мәслихат депутаттарына жүктелген жауапкершілік туралы айтқаны өте орынды. Бұл жергілікті деңгейдегі мәселелерді шешуде халық пен билік арасындағы байланысты нығайтуға көмектеседі.,kz,3.0,real,1
"Ауа райына абай болайық, бәрі аман жүрсін",kz,3.0,real,1
"Всё правильно, соседями тату болған жақсы",mixed,3.0,real,2
Женыс кутты болсын Казак елы,kz,3.0,real,1
"Өшіргіштің бағасы өте тиімді, сапасы ойымдағыдай келді, тез арада жеткізіп берді, көп рахмет.",kz,3.0,real,1
Өте күшті әдемі көрінеді екен рахмет тағы 2 екеу келді.,kz,3.0,real,1
Қазақ салт дәстүрін мәдениетін насихаттаңдар. Діни ағымды насихаттаған соңында түрмеге әкеледі!  Діни сауатты болыңдар,kz,3.0,real,1
"жөндеп алсын, главное чтоб дорога была ровная",mixed,3.0,real,2
"Нет главное дали взятки 364 случая, а получили взятки 249. А куда остальные 115 делись?",ru,3.0,real,0
"Лучшая колбаса, это - мясо!",ru,3.0,real,0
Доставка пришла как и обещали вовремя. Айфон запустили. Все пока работает отлично. Классный сервис.,ru,3.0,real,0
Атқарылып жатқан іс-шаралар аз емес екен. Полиция қызметкерлеріне рахмет.,kz,3.0,real,1
Өте күшті эконом ішінде 12шутк бағасна стоит өзіңмен алып жүруге просто зор.,kz,3.0,real,1
"Бұл дүкеннен алмаңыздар, ұзақ уақыт күттіңіздер, телефон алмайды.",kz,3.0,real,1
Ай білмеймін ау іске асса,kz,3.0,real,1
Какой беспредел там творится! Всё руководство привлечь к ответственности надо.,ru,3.0,real,0
"Жақсы іс, мемлекетке қайтарылған ақша ел игілігіне жарайды ғо. Қимыл бар, бәрі дұрыс бағытта сияқты.",kz,3.0,real,1
Обсуждать еткеннен басқа не білесіңдер,mixed,3.0,real,2
"Правильно сделали, безопасность балаларға бірінші орында",mixed,3.0,real,2
"Ну тут серьезно подошли, просто так отпустып жібермейді",mixed,3.0,real,2
"Кассационный суд это топ тема. Когда только сказали что создадут, люди уже запросы начали писать, значит спрос имеется!",ru,3.0,real,0
Қатып қала береді жәй қимылдап жатыр.,kz,3.0,real,1
"Много важных шагов озвучили, особенно по ИИ и поддержке экономики — видно, что на перспективу жұмыс істеп жатыр",mixed,3.0,real,2
"Всё по полкам раскладып жатыр, жүйе тұрақты болады енді",mixed,3.0,real,2
Он не в Казахстане живёт,ru,3.0,real,0
Өзіңмен алып жүргенге өте ыңғайлы.,kz,3.0,real,1
"қозғап жатқанның өзі жақсы, жарық мәселесі шешілер",kz,3.0,real,1
"Главное, что сейчас девочка бақылауда и көмектесіп жатыр",mixed,3.0,real,2
"Бағасы қол жетімді, постоянно аламын, алуға кеңес беремін.",mixed,3.0,real,2
"Будьте осторожны, не ведитесь на такие уловки!",ru,3.0,real,0
Вакцина алмаған балалар көбейіп кетті ғой,mixed,3.0,real,2
"7 жыл өте көп, қайта қаралсын 608 бап, халық қиналып кетті права жоқ,  кун көру қйын",mixed,3.0,real,2
"Замечательно!  Нужно возвращать прежнюю массовость игры в шахматы, и начиная с самого детства. Это прекрасно развивает умственные способности, умение мыслить логически, и просчитывать ходы на много шагов вперед. И конкуренция, соперничество с лучшими шахматистами, повышает и общий уровень развития.",ru,3.0,real,0
"Жақсы, подготовимся тогда к такой погоде ",mixed,3.0,real,2
"Есть конкретная модель,как уйти от сырьевой зависимости.Когда тюркские страны начнут производить совместно все будут независимыми от внешних рынков",ru,3.0,real,0
Рахмет әйеліме алып едім қуанып қалды.,kz,3.0,real,1
"Да вообще не важно кто, важно как проявит себя, поживем увидим, удачи",ru,3.0,real,0
"Без воды никак, правильно делают что следят",ru,3.0,real,0
Спасибо Деду за победу! За мирное небо над головой! Низкий поклон 🙇‍♀️ Вам Алдынан жарылқасын🤲 Артындағы ұрпағы аман болсын🤲,mixed,3.0,real,2
"Красавчик, молодец Федоров, елдің атын шығарып жүр",mixed,3.0,real,2
Плюс еще бір елмен байланыс бекіп жатыр,mixed,3.0,real,2
"Елена Алға! Молодец , құтты болсың!!!",mixed,3.0,real,2
Өзге елдермен қарым қатынас жақсы болу керек,kz,3.0,real,1
"Качество отличное, спасибо большое, быстрая доставка, все вовремя.",ru,3.0,real,0
"Господи, надеюсь никто не пострадал.....",ru,3.0,real,0
"Динамика хорошая, инвесторлар үшін де плюс, инфляцияға да шешім болады деп сенем",mixed,3.0,real,2
его будут давать по мере как ты будешь делать кейсы,ru,3.0,real,0
"Уақыт өтіпті, амнистиямен шыққан екен, бәрібір заң бойынша шығарды",kz,3.0,real,1
"Балама алғам, қатты қуанып қалды, рахмет көп!.",kz,3.0,real,1
Көп Не люблю шумные места,mixed,3.0,real,2
Только из России айтишники приедут. Я не знаю какими деньгами надо заманить спецов из Европы или США,ru,3.0,real,0
"Правильно, что прикрыли такую сеть, молодёқты да, елді де қорғайды",mixed,3.0,real,2
"Хорошо, что новые технологии доходят до медицины, быстрее диагноз қояды теперь",mixed,3.0,real,2
"Жақсы, уақытында қолға алынған шара екен",kz,3.0,real,1
"Өте жауапты сатушы, толық түсіндіріп, көмектесті. Айфонның өзі супер.",kz,3.0,real,1
Так он не заработает такие деньги ,ru,3.0,real,0
"Полезные изменения, люди больше қорғалады теперь",mixed,3.0,real,2
"Так делают : "" түк көрмеген адам"", как так можно сама аыдвигала себя и за 9х подписала документы учредителей  и все её слушались по стойке смирно, дикий ужас! Конечно она одна такую аферу  не смогла , там хватает кто ей помогал!!!",mixed,3.0,real,2
К чему этот фарс с выборами ?,ru,3.0,real,0
"13-тен 15 pro ma -қа өттім. Камерасы жер мен көктей (фотоларға) қараңыз. Жаңа островок пен кнопка блокировки ұнады, қалаған әрекетті қоюға болады. Дауысы да қаттырақ шығады.",kz,3.0,real,1
"Бұйырса, практику у вас буду проходить",mixed,3.0,real,2
Имеет ли смысл прийти на солану с опозданием? Типо 4-5 часов после регистрации? Или не впустят?,ru,3.0,real,0
Вот пожалуйста через месяц опубликуйте что из указанного функционирует,ru,3.0,real,0
"Шоколад қымбаттаса да тоқтамаймыз ғой, бәрібір жейміз",kz,3.0,real,1
"Ситуация у Ирана и Израиля ушығып тұр, соғыс болмаса екен",mixed,3.0,real,2
"Не зарекайся, Алла тағала ешкімге ондай сынақ бермесін, олардың басындай қандай қиындықтар өткенін білмейсінғой!",mixed,3.0,real,2
"Так а зачем тогда сосед закрывает рынок сбыта для нашей страны? Это соответствует интересам Казахстана, судя по вашей логике",ru,3.0,real,0
Кто не хочет возвращаться то у них нету көке баке куда брат сваты или попросту у нас не могут создавать условие,mixed,3.0,real,2
"Для туризма үлкен плюс, елге келетін адам көбейеді",mixed,3.0,real,2
"Молодец,  это огромное достижение! Алға Қазақстан ",mixed,3.0,real,2
"Қимыл бар, дұрыс жұмыс істеп жатыр.",kz,3.0,real,1
"Срок продления — это правильно, экономикаға сәттілік болсын",mixed,3.0,real,2
"Ну как вам атмосфера на хакатоне? 

Если джипити вам перестал выдавать код, то погладьте его по корешку! 

А мы напоминаем что завтра сбор в 9 утра 

Ұйықтап қалмаңдар!",mixed,3.0,real,2
Соткам қатты ұнады. Басқа фотосы жоқ екен. Зарядка 2 күнге жетеды. Ұстағанға удобно. Алсаңдар өкінбейсіндер.,kz,3.0,real,1
Молодец Зангар! Қазақстанның атын шығарып жатыр.,mixed,3.0,real,2
Это только начало! Алға!,mixed,3.0,real,2
"Ойлағанымнан да жақсы екен, камераға вообще топ.",mixed,3.0,real,2
"Өз бағасына лайық, уақытында келді, рақмет.",kz,3.0,real,1
"Чтобы монополист не страдал, целевые деньги",ru,3.0,real,0
Құтты болсын! Удачи тебе. Ел аман  тыныш заман болсын.,mixed,3.0,real,2
"Хорошо, что следим за безопасностью, радиация — дело серьёзное, балаларымыз үшін тыныш болу керек",mixed,3.0,real,2
"Спасибо вашему магазину, я покупала на подарок дочерям. Здравствуйте. Телефоны понравились, шустро работает всё, камера огонь, благодарю курьера за доставку.",ru,3.0,real,0
"Телефон өте жақсы, қызыма сыйлыққа ап бердім. Қуаныштымыз. Рахмет Каспи дүкенге.",kz,3.0,real,1
"Парламент должен стать площадкой, где отражается голос народа. Пусть так и будет.",ru,3.0,real,0
"Мысалы, қазіргі таңда елімізде тамшылатып суару, GPS арқылы басқарылатын егін егу техникасы, цифрландыру элементтері кең қолданыс табуда. Мұндай жобалар шаруашылық шығындарын қысқартып, өнім сапасын арттыруға ықпал етеді. Алайда бұл жобалардың сәтті іске асуы үшін тек қаржы ғана емес, дұрыс жоспарлау, кәсіби кадрлар мен мемлекеттік қолдаудың нақты тетіктері қажет.",kz,3.0,real,1
Айфон жақсы 1 күнге ерте келді. Қызыма ұнады рахмет.,kz,3.0,real,1
"Өте арзан екен, маған ұнады.",kz,3.0,real,1
Но желательно прийти говорили кто сможет,ru,3.0,real,0
Психически больной человек. Тут ничего не сделаешь.  Месяц в психушке подержат и отпустят. Псих больных щас много .,ru,3.0,real,0
